time,GFDL-CM3,CESM1-CAM5,NORESM1-M,CSIRO-MK3-6-0,GFDL-ESM2G,GISS-E2-R,IPSL-CM5A-LR,CCSM4
2017.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0,98438950000.0
2018.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0,95559836000.0
2019.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0,92063570000.0
2020.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0,89709720000.0
2021.0,88135330000.0,86634110000.0,87992430000.0,88237440000.0,87680510000.0,86012710000.0,88387020000.0,87859900000.0
2022.0,87713686000.0,87249895000.0,86070804000.0,85662630000.0,87766980000.0,81914710000.0,82866400000.0,88514430000.0
2023.0,85499430000.0,85802580000.0,81953210000.0,82974286000.0,87003490000.0,80797370000.0,80243040000.0,83731020000.0
2024.0,82453185000.0,86272170000.0,78644650000.0,78759125000.0,85548810000.0,78321590000.0,76353910000.0,82848780000.0
2025.0,79611740000.0,84948476000.0,75851010000.0,75243600000.0,83083215000.0,74431830000.0,77316830000.0,78829830000.0
2026.0,76568445000.0,82062980000.0,75796570000.0,73415640000.0,82132380000.0,71000700000.0,76212570000.0,79487040000.0
2027.0,69008564000.0,80642140000.0,76025400000.0,71694790000.0,80272310000.0,69722410000.0,72211055000.0,76688200000.0
2028.0,65822884000.0,81114870000.0,76930470000.0,70938755000.0,76936724000.0,67877777000.0,69507780000.0,75692245000.0
2029.0,62979390000.0,78791880000.0,78919880000.0,69425630000.0,76364210000.0,66197580000.0,69292700000.0,75568080000.0
2030.0,59609756000.0,78494890000.0,74580470000.0,66150660000.0,74734690000.0,64659680000.0,67624985000.0,74864706000.0
2031.0,56823370000.0,78069830000.0,71096630000.0,62678598000.0,74081600000.0,61918413000.0,66507514000.0,71883430000.0
2032.0,52654166000.0,75028595000.0,68600123000.0,61285620000.0,72542440000.0,59247268000.0,65286664000.0,69659070000.0
2033.0,52272423000.0,73900530000.0,67225470000.0,61009125000.0,72208630000.0,57477915000.0,66039350000.0,69359190000.0
2034.0,49322746000.0,72349030000.0,65046802000.0,57430290000.0,69940650000.0,55435928000.0,66644107000.0,67977630000.0
2035.0,46637750000.0,71560550000.0,64485990000.0,54858420000.0,70073475000.0,56042750000.0,64892625000.0,65527734000.0
2036.0,45268920000.0,71067660000.0,65108218000.0,53365944000.0,68714770000.0,54722666000.0,64426164000.0,63330603000.0
2037.0,45002424000.0,69421646000.0,62416957000.0,53265670000.0,67571614000.0,53477597000.0,64152293000.0,61706383000.0
2038.0,42802274000.0,69138970000.0,60931720000.0,50501902000.0,64122393000.0,52481176000.0,63313770000.0,59596220000.0
2039.0,39749968000.0,65869140000.0,58188100000.0,47252038000.0,62592930000.0,50163540000.0,60470420000.0,58551132000.0
2040.0,38074720000.0,65378476000.0,55091860000.0,47602196000.0,62252175000.0,49702640000.0,58195080000.0,56311490000.0
2041.0,35564876000.0,64186827000.0,53410430000.0,46730690000.0,58474295000.0,48197580000.0,56171336000.0,54297860000.0
2042.0,32792805000.0,63761215000.0,52755440000.0,44472185000.0,58357980000.0,49201780000.0,55378403000.0,52203987000.0
2043.0,30430010000.0,63483520000.0,52056790000.0,41718616000.0,58114105000.0,50131580000.0,52082370000.0,52605063000.0
2044.0,28216150000.0,60817924000.0,51228540000.0,40637040000.0,55714734000.0,48808767000.0,49319810000.0,48618873000.0
2045.0,27542702000.0,58941030000.0,49603420000.0,39582003000.0,54205207000.0,47310328000.0,48593390000.0,47857897000.0
2046.0,26002115000.0,60827390000.0,50169475000.0,38895456000.0,53553380000.0,46761296000.0,47974932000.0,47131374000.0
2047.0,25151902000.0,58987258000.0,48232090000.0,37670110000.0,53324476000.0,45190615000.0,44421628000.0,45478425000.0
2048.0,23981496000.0,57168003000.0,47413780000.0,34064046000.0,51662220000.0,44733608000.0,42481504000.0,43216760000.0
2049.0,22751027000.0,55234257000.0,46505304000.0,33215418000.0,50680870000.0,44582277000.0,39593685000.0,40803746000.0
2050.0,22378684000.0,53699633000.0,46595930000.0,30943859000.0,50100208000.0,43713950000.0,39511740000.0,38122045000.0
2051.0,21958980000.0,53767220000.0,45645005000.0,30058730000.0,48944750000.0,42998624000.0,40358113000.0,37140804000.0
2052.0,21196350000.0,51630637000.0,42903250000.0,28351474000.0,48038597000.0,43172127000.0,38785257000.0,35841380000.0
2053.0,21314380000.0,50136280000.0,43631280000.0,26981159000.0,46447497000.0,43196654000.0,36341686000.0,36137878000.0
2054.0,19419748000.0,48775774000.0,44023386000.0,24764848000.0,44805263000.0,41053450000.0,35011390000.0,36574710000.0
2055.0,18552461000.0,47118205000.0,42181870000.0,24212652000.0,45389914000.0,40246690000.0,34830910000.0,34909323000.0
2056.0,18020766000.0,46350385000.0,40289600000.0,22880810000.0,43751160000.0,38580990000.0,33375414000.0,33246600000.0
2057.0,17684736000.0,45653100000.0,39916050000.0,21669820000.0,42227250000.0,36316790000.0,31990764000.0,32086192000.0
2058.0,16854938000.0,44370070000.0,37623284000.0,21206854000.0,41780710000.0,36082663000.0,30116090000.0,30877434000.0
2059.0,16492533000.0,42439623000.0,39244670000.0,20078762000.0,41762337000.0,35423085000.0,30064234000.0,30022408000.0
2060.0,16024293000.0,39292453000.0,36502004000.0,19627467000.0,40260530000.0,34981024000.0,29610210000.0,29156657000.0
2061.0,14917350000.0,37412286000.0,34793693000.0,19317537000.0,41018913000.0,34549190000.0,28801102000.0,27429935000.0
2062.0,15080642000.0,37279986000.0,33963710000.0,19308710000.0,40197538000.0,34016825000.0,27739587000.0,27156902000.0
2063.0,14042547000.0,36103050000.0,34247540000.0,18542844000.0,39918862000.0,33222425000.0,26592862000.0,26570035000.0
2064.0,13245483000.0,35604128000.0,34290074000.0,18182525000.0,40615920000.0,30178976000.0,26116667000.0,27094317000.0
2065.0,12648508000.0,35156270000.0,33855955000.0,17390256000.0,40495354000.0,30011425000.0,24181643000.0,26469257000.0
2066.0,12854762000.0,35772160000.0,32026540000.0,16929239000.0,38792650000.0,30620428000.0,23682753000.0,25078327000.0
2067.0,11831718000.0,34899567000.0,30284653000.0,16769491000.0,38382910000.0,30532657000.0,22530333000.0,24280190000.0
2068.0,10899693000.0,33025819000.0,30467551000.0,16506730000.0,38006497000.0,30946675000.0,21885088000.0,24430922000.0
2069.0,10387676000.0,31791675000.0,29342999000.0,16069603000.0,37522493000.0,30276366000.0,20253143000.0,23735410000.0
2070.0,9338215000.0,29911646000.0,26915357000.0,15240198000.0,37115027000.0,29166475000.0,18986445000.0,22961977000.0
2071.0,8434495000.0,26995864000.0,27770840000.0,14648776000.0,36219990000.0,29451186000.0,18927604000.0,22719955000.0
2072.0,8178710500.0,26233850000.0,25973150000.0,13988052000.0,36008116000.0,29815250000.0,17495294000.0,22330030000.0
2073.0,7394947000.0,25623765000.0,24130562000.0,13805273000.0,35137710000.0,29711788000.0,17518692000.0,21976218000.0
2074.0,6936168000.0,25527507000.0,22573631000.0,12819501000.0,34510500000.0,28847624000.0,17304790000.0,21490856000.0
2075.0,6073550300.0,24866867000.0,21832400000.0,11748021000.0,33877860000.0,28300909000.0,18021224000.0,21257510000.0
2076.0,5779735000.0,24735089000.0,21207233000.0,11270858000.0,31913177000.0,27715970000.0,16837116000.0,20056414000.0
2077.0,5448647000.0,23594363000.0,21817598000.0,10951760000.0,31055825000.0,27925727000.0,17123133000.0,18463468000.0
2078.0,5226026500.0,22637965000.0,20824828000.0,10837336000.0,30603278000.0,26962547000.0,16504173000.0,17864129000.0
2079.0,4999010300.0,21660998000.0,18838876000.0,10319526000.0,28720708000.0,26189105000.0,16457449000.0,16849677000.0
2080.0,4730606600.0,19677135000.0,18090858000.0,9820591000.0,26261125000.0,25685723000.0,15889750000.0,16139689000.0
2081.0,4169887700.0,18869879000.0,16985470000.0,8658355000.0,25058623000.0,23779828000.0,15941213000.0,15194511000.0
2082.0,3797641000.0,17403736000.0,16526463000.0,8003528700.0,22913530000.0,23956716000.0,15617274000.0,15066655000.0
2083.0,3817470500.0,16420834000.0,16041810000.0,7294163500.0,21388874000.0,24064995000.0,15460046000.0,14875338000.0
2084.0,3241429200.0,15689032000.0,16291473000.0,6771391500.0,21568650000.0,23855108000.0,15125466000.0,14589596000.0
2085.0,2954437000.0,13823345000.0,15398285000.0,6181987000.0,20855593000.0,23861547000.0,14112582000.0,14982249000.0
2086.0,2879738000.0,13116970000.0,15141325000.0,5292310500.0,19150494000.0,23793474000.0,13998575000.0,14453619000.0
2087.0,2698949000.0,12653549000.0,13933465000.0,4824608000.0,18894346000.0,22227182000.0,14034308000.0,14701185000.0
2088.0,2519978200.0,11365944000.0,13655500000.0,4736481000.0,16764333000.0,20571992000.0,13850624000.0,14259429000.0
2089.0,2502146300.0,10733246000.0,12715032000.0,4587757000.0,16449801000.0,20007883000.0,14312965000.0,13029780000.0
2090.0,2510839600.0,10449054000.0,12091594000.0,4263521500.0,15626293000.0,19313996000.0,12602520000.0,12227416000.0
2091.0,2388838700.0,9417738000.0,11223267000.0,3855325400.0,15285744000.0,18883768000.0,11857824000.0,11306057000.0
2092.0,2188474000.0,8597292000.0,10763215000.0,3709871900.0,14988091000.0,18570732000.0,10722585000.0,10860715000.0
2093.0,2192496600.0,7983398000.0,10365784000.0,3633410800.0,15048506000.0,17342872000.0,10267208000.0,10820745000.0
2094.0,2140641400.0,7741977000.0,9447074000.0,3425016300.0,15127465000.0,16614892000.0,10031888000.0,11025675000.0
2095.0,1888331400.0,7434583000.0,9389799000.0,3133753600.0,15042912000.0,16118041000.0,10009689000.0,10482605000.0
2096.0,1657080600.0,6859635000.0,9232471000.0,2752371700.0,14880055000.0,15980393000.0,9697161000.0,10393676000.0
2097.0,1653323800.0,6968501000.0,8917593000.0,2511465700.0,15173587000.0,16073085000.0,8887398000.0,9997965000.0
2098.0,1698108300.0,6734899700.0,8046462000.0,2327830800.0,15597549000.0,15265453000.0,8475622400.0,9681401000.0
2099.0,1530389800.0,6350617600.0,7560000000.0,2155319000.0,14252442000.0,15297980000.0,7936800300.0,9636427000.0
2100.0,1465456000.0,6638148600.0,7022278700.0,1867743500.0,13632364000.0,15322575000.0,7756655600.0,9218403000.0
