time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR,CNRM-CM5,CANESM2,GISS-E2-R,GFDL-CM3,CESM1-CAM5,NORESM1-M,GFDL-ESM2G,IPSL-CM5A-LR
2026.0,2626078700.0,2603038000.0,2627889200.0,2574241000.0,2574624500.0,2596380700.0,2526693600.0,2561670400.0,2593769700.0,2594870300.0,2580454100.0
2027.0,2603064000.0,2592025600.0,2576332300.0,2664509000.0,2554301700.0,2575365400.0,2491028200.0,2532434000.0,2599578000.0,2585662000.0,2559284500.0
2028.0,2584735200.0,2578011000.0,2568074800.0,2575481000.0,2534097400.0,2559357000.0,2445251000.0,2578378200.0,2575182800.0,2590738700.0,2560974300.0
2029.0,2574294500.0,2565283300.0,2547867000.0,2541927000.0,2512104200.0,2543916300.0,2413872400.0,2512119300.0,2564992800.0,2567320600.0,2526727700.0
2030.0,2543668700.0,2546925600.0,2537036800.0,2530400800.0,2509747500.0,2530780000.0,2379399700.0,2489379300.0,2547752400.0,2552895200.0,2503374800.0
2031.0,2534841600.0,2534122800.0,2527904300.0,2518451500.0,2522504400.0,2508288300.0,2327679200.0,2464459500.0,2534550500.0,2536505300.0,2467485400.0
2032.0,2514082600.0,2525443300.0,2513897000.0,2484659200.0,2477096400.0,2488177700.0,2285847800.0,2435385000.0,2520778200.0,2538305800.0,2436627000.0
2033.0,2520371200.0,2502581500.0,2497699000.0,2471770600.0,2455266800.0,2466587600.0,2237041700.0,2423868400.0,2502378800.0,2506158000.0,2408221000.0
2034.0,2500280600.0,2489450800.0,2486742000.0,2476773000.0,2434587600.0,2445677000.0,2207184400.0,2385454600.0,2495331800.0,2486530000.0,2385244000.0
2035.0,2474924300.0,2471019000.0,2465205800.0,2459431700.0,2410471700.0,2420961000.0,2159655200.0,2355274800.0,2470377500.0,2472287200.0,2356243500.0
2036.0,2454838500.0,2451766000.0,2441307400.0,2423655200.0,2393628700.0,2400777200.0,2113400000.0,2315483100.0,2453419500.0,2452066800.0,2320148200.0
2037.0,2448905200.0,2428494600.0,2416291300.0,2431650800.0,2377045200.0,2371984000.0,2066504700.0,2293219800.0,2433354000.0,2452498700.0,2291816700.0
2038.0,2413175000.0,2407103500.0,2400398000.0,2392675000.0,2341456400.0,2339677400.0,2013879900.0,2262517000.0,2409846800.0,2427105000.0,2230737700.0
2039.0,2386833200.0,2375459600.0,2374390500.0,2367451100.0,2306657800.0,2311293200.0,1967214300.0,2225450800.0,2376559400.0,2398578000.0,2192669700.0
2040.0,2379257300.0,2353523000.0,2343286300.0,2343091500.0,2283833000.0,2278185000.0,1917771400.0,2171251700.0,2338582300.0,2369366300.0,2139368100.0
2041.0,2363125800.0,2331127600.0,2309975800.0,2319313200.0,2226762200.0,2218754800.0,1877263400.0,2134032400.0,2320261600.0,2347638000.0,2074727300.0
2042.0,2353306400.0,2306356500.0,2270141400.0,2299915500.0,2193804000.0,2175575800.0,1800794100.0,2090398000.0,2303132200.0,2327171600.0,2054601600.0
2043.0,2306415600.0,2265613000.0,2232694800.0,2272050400.0,2165036500.0,2134950400.0,1748726900.0,2039908000.0,2271882800.0,2287938300.0,1994363500.0
2044.0,2283181000.0,2229960200.0,2208101600.0,2247614700.0,2126561000.0,2092415100.0,1693058800.0,1993184900.0,2236332500.0,2249501000.0,1954743400.0
2045.0,2256310000.0,2194787600.0,2173828000.0,2246621400.0,2089091800.0,2060322800.0,1642468500.0,1943133200.0,2220161500.0,2214038300.0,1906494000.0
2046.0,2241779700.0,2165777200.0,2126474800.0,2201876500.0,2041040600.0,2021966700.0,1581862800.0,1889752800.0,2188647200.0,2174863400.0,1846620200.0
2047.0,2201946400.0,2135159000.0,2088026100.0,2143526900.0,1987375500.0,1963834200.0,1551036300.0,1854462800.0,2215213000.0,2143130900.0,1791376400.0
2048.0,2165755400.0,2143052700.0,2056312200.0,2088021900.0,1930567700.0,1925104600.0,1528035000.0,1786628900.0,2157519400.0,2097282000.0,1739565200.0
2049.0,2132154800.0,2077244400.0,2022206200.0,2048555300.0,1872116200.0,1888410200.0,1480083200.0,1740268000.0,2116905300.0,2055649400.0,1686038800.0
2050.0,2120728200.0,2053438000.0,1983295600.0,2010600300.0,1815063600.0,1833187800.0,1461974400.0,1715514800.0,2079395600.0,2024534100.0,1619510900.0
2051.0,2076141800.0,2028258600.0,1963878100.0,1991386600.0,1771925600.0,1814410000.0,1441765500.0,1636117600.0,2039978500.0,1978810500.0,1570549400.0
2052.0,2021882400.0,1996304000.0,1917241700.0,1965446400.0,1705422600.0,1768602500.0,1413386200.0,1575164200.0,2048767500.0,1939813600.0,1513959200.0
2053.0,1990491800.0,1992972200.0,1875038000.0,1950354300.0,1635283800.0,1741759700.0,1412764400.0,1503692700.0,1993700100.0,1902507000.0,1484017200.0
2054.0,1951310200.0,1996118800.0,1852258000.0,1892465400.0,1584724000.0,1709205500.0,1364338400.0,1444223900.0,1960245100.0,1836630400.0,1457249300.0
2055.0,1897376400.0,2018921500.0,1809355300.0,1848531800.0,1545026200.0,1669173200.0,1320149800.0,1370951400.0,1923454800.0,1794308900.0,1411879800.0
2056.0,1863571500.0,2021572100.0,1783871700.0,1813220000.0,1497335600.0,1644398800.0,1275598300.0,1328643800.0,1897996000.0,1781144000.0,1353565800.0
2057.0,1861679100.0,1925460000.0,1749905700.0,1758027400.0,1456662300.0,1587605400.0,1239870600.0,1280024400.0,1880892200.0,1738606700.0,1321628400.0
2058.0,1798491600.0,1903947300.0,1737054300.0,1733390700.0,1396868500.0,1558192600.0,1205733000.0,1244827600.0,1834004200.0,1708528600.0,1282595000.0
2059.0,1750632000.0,1876480800.0,1686573000.0,1689048000.0,1363899900.0,1520160800.0,1175906800.0,1208656600.0,1799773600.0,1659719400.0,1251968800.0
2060.0,1706679200.0,1832865000.0,1660767500.0,1700272100.0,1308982800.0,1489606000.0,1156778900.0,1176008100.0,1789937000.0,1640277100.0,1214082700.0
2061.0,1659498900.0,1791580300.0,1632487300.0,1630597900.0,1287366900.0,1449430800.0,1165509600.0,1135552400.0,1751742300.0,1615291300.0,1218496100.0
2062.0,1633033300.0,1906282900.0,1630808400.0,1596285800.0,1247077400.0,1407124200.0,1110140200.0,1088792200.0,1747806300.0,1598615600.0,1149071500.0
2063.0,1591809700.0,1770007200.0,1619788200.0,1570137300.0,1216569000.0,1368074000.0,1073270340.0,1054211650.0,1699562500.0,1561255700.0,1113189900.0
2064.0,1577717800.0,1739037200.0,1577743600.0,1537172000.0,1182132400.0,1356256500.0,1037079900.0,1026429200.0,1667821300.0,1525468800.0,1133652100.0
2065.0,1542652000.0,1759957000.0,1554192000.0,1544969300.0,1138092700.0,1310202800.0,1005718000.0,1015207100.0,1692592800.0,1482591400.0,1063399500.0
2066.0,1479897000.0,1739189100.0,1532195000.0,1502210400.0,1099240400.0,1277579800.0,973085100.0,982969800.0,1629766700.0,1447441000.0,1013707460.0
2067.0,1440938900.0,1674154500.0,1519733400.0,1488999600.0,1066033300.0,1255904400.0,943287200.0,961401000.0,1599568800.0,1404496000.0,973196000.0
2068.0,1409898400.0,1642525200.0,1479847800.0,1459340900.0,1038612540.0,1216888400.0,906891300.0,935919700.0,1543893000.0,1366012400.0,944180860.0
2069.0,1374332300.0,1629992200.0,1453150200.0,1427044000.0,1011272770.0,1196227200.0,872816060.0,932709760.0,1548113300.0,1328844400.0,922944500.0
2070.0,1338862100.0,1640586000.0,1414678000.0,1397669200.0,989766400.0,1171675100.0,845784100.0,893814200.0,1488514700.0,1317623900.0,895020740.0
2071.0,1288325600.0,1725838200.0,1374629500.0,1376127200.0,966754050.0,1156333800.0,812878200.0,869827700.0,1459599500.0,1281597000.0,854856200.0
2072.0,1267218400.0,1610670300.0,1347372000.0,1339376900.0,934120770.0,1125325400.0,785659200.0,849011260.0,1436858600.0,1249271300.0,830764100.0
2073.0,1232205700.0,1578525200.0,1308113000.0,1296136700.0,921590600.0,1100339500.0,762091900.0,839684200.0,1417075000.0,1230457100.0,803067400.0
2074.0,1195959600.0,1573623800.0,1491015700.0,1260068100.0,894259800.0,1076310700.0,739468200.0,827838340.0,1405823700.0,1202899000.0,782207800.0
2075.0,1176304000.0,1554952100.0,1317813900.0,1222992300.0,863613000.0,1049229060.0,720963260.0,791477060.0,1356737800.0,1164171600.0,757032600.0
2076.0,1133532900.0,1676477700.0,1317414100.0,1183287400.0,1136327000.0,1028622200.0,703337660.0,757727360.0,1320992400.0,1140476800.0,747170100.0
2077.0,1113893900.0,1611454300.0,1250269200.0,1165185500.0,827729800.0,1010697150.0,682591900.0,740040700.0,1293799300.0,1125739400.0,716425660.0
2078.0,1086361600.0,1670870000.0,1214536400.0,1129463400.0,799346300.0,985616450.0,665337700.0,707779460.0,1265562600.0,1098343000.0,694133900.0
2079.0,1075315700.0,1647701400.0,1188053500.0,1091084700.0,774856770.0,998978240.0,646117300.0,685630460.0,1236127600.0,1073068160.0,669579800.0
2080.0,1044022000.0,1610823400.0,1160809300.0,1055971200.0,757914400.0,988210400.0,625552100.0,666065150.0,1201074600.0,1068082370.0,646954700.0
2081.0,1023179260.0,1523593600.0,1241690400.0,1034247360.0,742518700.0,1133692500.0,598001300.0,642398460.0,1182637400.0,1034042050.0,627646850.0
2082.0,997342140.0,1665270500.0,1151032400.0,1015767100.0,725773600.0,932170940.0,582567040.0,617851140.0,1168614000.0,1012515400.0,615012740.0
2083.0,971976060.0,1543753000.0,1124508500.0,997666800.0,729238400.0,919997800.0,565069000.0,598681860.0,1131523800.0,1003594430.0,600378500.0
2084.0,938116500.0,1505854200.0,1096223000.0,974055700.0,711938400.0,890920400.0,545377000.0,582234400.0,1110388500.0,963227300.0,578299840.0
2085.0,924613600.0,1478436600.0,1074646500.0,1179753100.0,683051840.0,1010898500.0,531072700.0,565605200.0,1088848800.0,958413500.0,563173000.0
2086.0,922248640.0,1514166100.0,1064462460.0,941587460.0,663216100.0,869841200.0,514033570.0,542693570.0,1142957600.0,931213060.0,541636740.0
2087.0,905231300.0,1462028800.0,1030689400.0,962134200.0,645915500.0,848093950.0,496045800.0,522001280.0,1068061700.0,912586600.0,529803840.0
2088.0,880459650.0,1446251100.0,996574000.0,919771970.0,620298700.0,840044200.0,476497340.0,507531170.0,1058508160.0,917138400.0,514611740.0
2089.0,860671300.0,1392348900.0,980040770.0,907711400.0,599721600.0,820403900.0,461751500.0,514706430.0,1022840500.0,885255100.0,497559580.0
2090.0,839134460.0,1379224200.0,949260100.0,881961500.0,582092600.0,794441700.0,441037380.0,486374620.0,1018660500.0,863833300.0,487873400.0
2091.0,822352830.0,1364329500.0,940012100.0,858710300.0,570172160.0,826994900.0,423889100.0,466753630.0,988815700.0,848132900.0,472449470.0
2092.0,831127500.0,1342630900.0,918166660.0,835475140.0,548154400.0,769637250.0,404900160.0,451860800.0,965475600.0,836264000.0,461348450.0
2093.0,799004900.0,1327039500.0,1021076500.0,819826500.0,534924260.0,749695550.0,396015170.0,428181540.0,942600500.0,823950700.0,446207580.0
2094.0,782166460.0,1350338000.0,905032400.0,801923200.0,519312480.0,732310140.0,379058620.0,407600420.0,927980900.0,813555000.0,429480500.0
2095.0,761369000.0,1307539500.0,938392900.0,820759360.0,500424960.0,714250940.0,361000480.0,398356830.0,917334460.0,796596030.0,416725570.0
2096.0,748934000.0,1283117600.0,904923460.0,1121807000.0,484117700.0,695035000.0,348307200.0,386306180.0,900127170.0,784925500.0,410441660.0
2097.0,735267500.0,1276811800.0,865847800.0,791045000.0,477821200.0,680349440.0,336767580.0,371719650.0,874165900.0,759318100.0,400844580.0
2098.0,794280770.0,1247961600.0,914141700.0,755568640.0,460168480.0,661314100.0,328859140.0,364014460.0,869482100.0,746704500.0,381816300.0
2099.0,712099650.0,1547218300.0,827858600.0,739789760.0,446720540.0,645589250.0,313876770.0,346997700.0,841511200.0,735560400.0,362667400.0
2100.0,687164500.0,1363798100.0,839255940.0,722407040.0,437013250.0,621169860.0,302484100.0,335588800.0,824132900.0,715382600.0,345804500.0
