time,GFDL-ESM2G,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4,NORESM1-M
2033.0,43969887000000.0,44765823000000.0,43479787000000.0,43322953000000.0,43411890000000.0,43030267000000.0,43356575000000.0,43485894000000.0
2034.0,43917165000000.0,44869884000000.0,43379300000000.0,43214036000000.0,43302154000000.0,42976533000000.0,43265150000000.0,43385587000000.0
2035.0,43975616000000.0,44902570000000.0,43407340000000.0,43184986000000.0,43206460000000.0,42931460000000.0,43132184000000.0,43357790000000.0
2036.0,43917286000000.0,44949647000000.0,43427064000000.0,43043617000000.0,43135732000000.0,42777790000000.0,43094825000000.0,43348555000000.0
2037.0,43896160000000.0,45023810000000.0,43301244000000.0,42881776000000.0,43081924000000.0,42628523000000.0,42966492000000.0,43224690000000.0
2038.0,43926392000000.0,45109043000000.0,43222236000000.0,42691597000000.0,42903485000000.0,42566340000000.0,42908030000000.0,43169383000000.0
2039.0,43891328000000.0,45148150000000.0,43205740000000.0,42583636000000.0,42844300000000.0,42516133000000.0,42817875000000.0,43108604000000.0
2040.0,43790685000000.0,45173896000000.0,43141265000000.0,42510114000000.0,42718000000000.0,42568855000000.0,42711835000000.0,43047180000000.0
2041.0,43732070000000.0,45149837000000.0,43062330000000.0,42388430000000.0,42538912000000.0,42635004000000.0,42600230000000.0,42956086000000.0
2042.0,43627520000000.0,45142765000000.0,42922934000000.0,42196510000000.0,42325095000000.0,42628825000000.0,42420876000000.0,42846627000000.0
2043.0,43474860000000.0,45131530000000.0,42861823000000.0,42062210000000.0,42149970000000.0,42578820000000.0,42324034000000.0,42840390000000.0
2044.0,43407133000000.0,45127247000000.0,42794303000000.0,42012840000000.0,41930705000000.0,42533334000000.0,42181713000000.0,42820396000000.0
2045.0,43387504000000.0,45061195000000.0,42747176000000.0,41888340000000.0,41808407000000.0,42430527000000.0,42152390000000.0,42734350000000.0
2046.0,43277500000000.0,45117080000000.0,42684370000000.0,41779517000000.0,41671720000000.0,42307483000000.0,42045243000000.0,42681700000000.0
2047.0,43227120000000.0,45079125000000.0,42629736000000.0,41593430000000.0,41556745000000.0,42257750000000.0,41884890000000.0,42598174000000.0
2048.0,43172680000000.0,45051997000000.0,42535680000000.0,41436580000000.0,41418765000000.0,42264617000000.0,41738874000000.0,42519000000000.0
2049.0,43059330000000.0,44999895000000.0,42416317000000.0,41387307000000.0,41264640000000.0,42219927000000.0,41522783000000.0,42429460000000.0
2050.0,43027058000000.0,45001550000000.0,42340030000000.0,41229660000000.0,41168453000000.0,42124674000000.0,41412477000000.0,42342413000000.0
2051.0,43046704000000.0,44961576000000.0,42236796000000.0,41021660000000.0,41027637000000.0,42016560000000.0,41313106000000.0,42161900000000.0
2052.0,43041350000000.0,44972480000000.0,42219612000000.0,40816416000000.0,40756593000000.0,41823070000000.0,41188500000000.0,42090580000000.0
2053.0,43028534000000.0,44858463000000.0,42043780000000.0,40583666000000.0,40586370000000.0,41625187000000.0,41156214000000.0,42041883000000.0
2054.0,42995756000000.0,44709624000000.0,41886987000000.0,40523610000000.0,40409220000000.0,41508716000000.0,41025993000000.0,42015778000000.0
2055.0,43001500000000.0,44629597000000.0,41820950000000.0,40358352000000.0,40257165000000.0,41344830000000.0,40823664000000.0,41820973000000.0
2056.0,42963082000000.0,44429520000000.0,41765365000000.0,40183907000000.0,40098414000000.0,41157434000000.0,40615174000000.0,41680170000000.0
2057.0,42929817000000.0,44370405000000.0,41691730000000.0,39947885000000.0,39904726000000.0,41042817000000.0,40435444000000.0,41549442000000.0
2058.0,42933084000000.0,44363023000000.0,41609073000000.0,39714883000000.0,39689273000000.0,40900150000000.0,40324123000000.0,41468907000000.0
2059.0,42832962000000.0,44302353000000.0,41533563000000.0,39403370000000.0,39560323000000.0,40716336000000.0,40129213000000.0,41414176000000.0
2060.0,42830374000000.0,44289740000000.0,41507740000000.0,38861116000000.0,39384296000000.0,40422440000000.0,40060397000000.0,41296622000000.0
2061.0,42780332000000.0,44233818000000.0,41417040000000.0,38561156000000.0,39110460000000.0,40153045000000.0,39832590000000.0,41216993000000.0
2062.0,42760254000000.0,44319558000000.0,41359054000000.0,38411985000000.0,38932140000000.0,40065080000000.0,39596973000000.0,41095800000000.0
2063.0,42684333000000.0,44285047000000.0,41137595000000.0,38257110000000.0,38747945000000.0,39891526000000.0,39368492000000.0,40961057000000.0
2064.0,42660100000000.0,44385664000000.0,41040890000000.0,38077083000000.0,38514633000000.0,39826780000000.0,39251056000000.0,40840114000000.0
2065.0,42583960000000.0,44406490000000.0,40942270000000.0,37846467000000.0,38302023000000.0,39821110000000.0,39120525000000.0,40759430000000.0
2066.0,42468420000000.0,44455915000000.0,40873803000000.0,37584416000000.0,37991960000000.0,39699494000000.0,39043887000000.0,40565610000000.0
2067.0,42383517000000.0,44455965000000.0,40725954000000.0,37288583000000.0,37774007000000.0,39534423000000.0,38814303000000.0,40437910000000.0
2068.0,42267010000000.0,44503193000000.0,40711130000000.0,37078633000000.0,37557694000000.0,39538227000000.0,38622620000000.0,40418600000000.0
2069.0,42224386000000.0,44429163000000.0,40673900000000.0,36864700000000.0,37368132000000.0,39459513000000.0,38396080000000.0,40362550000000.0
2070.0,42093980000000.0,44352360000000.0,40619450000000.0,36668150000000.0,37069670000000.0,39339547000000.0,38124310000000.0,40187180000000.0
2071.0,42022182000000.0,44348350000000.0,40498232000000.0,36470600000000.0,36780552000000.0,39211244000000.0,38006820000000.0,40083315000000.0
2072.0,41982980000000.0,44331818000000.0,40358935000000.0,36210513000000.0,36527766000000.0,39076627000000.0,37823986000000.0,39956030000000.0
2073.0,41782805000000.0,44272636000000.0,40260495000000.0,35952140000000.0,36349320000000.0,39003835000000.0,37567655000000.0,39877777000000.0
2074.0,41635340000000.0,44149120000000.0,40260977000000.0,35707523000000.0,36102258000000.0,38946720000000.0,37310746000000.0,39671917000000.0
2075.0,41547727000000.0,44118617000000.0,40220976000000.0,35449320000000.0,35769000000000.0,38820037000000.0,36995036000000.0,39580485000000.0
2076.0,41425140000000.0,44162550000000.0,40143370000000.0,35187086000000.0,35513893000000.0,38725296000000.0,36741767000000.0,39434767000000.0
2077.0,41225084000000.0,44187894000000.0,40037085000000.0,34768756000000.0,35203393000000.0,38650444000000.0,36538730000000.0,39324110000000.0
2078.0,41144800000000.0,44174313000000.0,39888645000000.0,34538340000000.0,34942046000000.0,38608346000000.0,36412838000000.0,39286840000000.0
2079.0,41022950000000.0,44143066000000.0,39730370000000.0,34322466000000.0,34662768000000.0,38424837000000.0,36251580000000.0,39194820000000.0
2080.0,40942910000000.0,44105464000000.0,39697480000000.0,34024892000000.0,34298386000000.0,38314160000000.0,36170906000000.0,39131783000000.0
2081.0,40918887000000.0,44128290000000.0,39588940000000.0,33702214000000.0,33957870000000.0,38158530000000.0,36074198000000.0,39046290000000.0
2082.0,40811857000000.0,44084308000000.0,39502253000000.0,33384242000000.0,33650414000000.0,38031330000000.0,35813150000000.0,39008120000000.0
2083.0,40704957000000.0,44103520000000.0,39419935000000.0,33082570000000.0,33303280000000.0,37921403000000.0,35612320000000.0,38929450000000.0
2084.0,40652500000000.0,44056277000000.0,39391850000000.0,32664162000000.0,33067937000000.0,37794676000000.0,35343286000000.0,38716563000000.0
2085.0,40633666000000.0,44031845000000.0,39282325000000.0,32323437000000.0,32732049000000.0,37542955000000.0,35191318000000.0,38583930000000.0
2086.0,40597293000000.0,44060643000000.0,39039223000000.0,32089620000000.0,32340936000000.0,37472214000000.0,35052331000000.0,38406340000000.0
2087.0,40487760000000.0,44077020000000.0,38933686000000.0,31718466000000.0,31931654000000.0,37315016000000.0,34825054000000.0,38255303000000.0
2088.0,40407853000000.0,44091900000000.0,38814244000000.0,31276692000000.0,31535722000000.0,37155775000000.0,34473735000000.0,38139654000000.0
2089.0,40362337000000.0,44028010000000.0,38793042000000.0,30875922000000.0,31215570000000.0,37086455000000.0,34240134000000.0,37956694000000.0
2090.0,40343710000000.0,44015764000000.0,38713917000000.0,30641305000000.0,30757330000000.0,36910170000000.0,33948585000000.0,37791210000000.0
2091.0,40305764000000.0,43955077000000.0,38482020000000.0,30217697000000.0,30285276000000.0,36742980000000.0,33600376000000.0,37642054000000.0
2092.0,40229830000000.0,43784402000000.0,38470320000000.0,29889443000000.0,29948358000000.0,36559850000000.0,33239159000000.0,37382670000000.0
2093.0,40163990000000.0,43746850000000.0,38333367000000.0,29466961000000.0,29571913000000.0,36472930000000.0,32895926000000.0,37146420000000.0
2094.0,40080677000000.0,43693336000000.0,38214224000000.0,29121353000000.0,29221351000000.0,36391700000000.0,32504478000000.0,37033502000000.0
2095.0,40059496000000.0,43602936000000.0,38120473000000.0,28729185000000.0,28924680000000.0,36090650000000.0,32299983000000.0,36806460000000.0
2096.0,40016823000000.0,43539430000000.0,37978462000000.0,28408893000000.0,28626798000000.0,35981200000000.0,32008294000000.0,36638806000000.0
2097.0,39900703000000.0,43492466000000.0,37900390000000.0,27953740000000.0,28321847000000.0,35814076000000.0,31654547000000.0,36388506000000.0
2098.0,39784035000000.0,43489845000000.0,37775466000000.0,27460066000000.0,27942451000000.0,35715006000000.0,31167620000000.0,36245300000000.0
2099.0,39673905000000.0,43435394000000.0,37530087000000.0,27111478000000.0,27559213000000.0,35557594000000.0,30909477000000.0,36071476000000.0
2100.0,39557370000000.0,43384136000000.0,37454623000000.0,26591485000000.0,27217583000000.0,35455060000000.0,30660358000000.0,35912533000000.0
