time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2046.0,25705291000000.0,24284972000000.0,26389428000000.0,24700663000000.0,25068304000000.0
2047.0,25668155000000.0,24118905000000.0,26339078000000.0,24692144000000.0,25048081000000.0
2048.0,25564784000000.0,23871720000000.0,26362646000000.0,24672600000000.0,24953076000000.0
2049.0,25413252000000.0,23747575000000.0,26272072000000.0,24568300000000.0,24835244000000.0
2050.0,25360528000000.0,23645100000000.0,26197484000000.0,24475000000000.0,24717652000000.0
2051.0,25324216000000.0,23526710000000.0,26150634000000.0,24305916000000.0,24670594000000.0
2052.0,25277095000000.0,23352293000000.0,26072794000000.0,24189797000000.0,24568972000000.0
2053.0,25229208000000.0,23192289000000.0,25879124000000.0,24167636000000.0,24459788000000.0
2054.0,25162840000000.0,23009604000000.0,25699753000000.0,24214453000000.0,24325371000000.0
2055.0,25097450000000.0,22796034000000.0,25697250000000.0,24143756000000.0,24226040000000.0
2056.0,24999583000000.0,22645544000000.0,25683305000000.0,24064486000000.0,24129353000000.0
2057.0,24920585000000.0,22472010000000.0,25686257000000.0,24024638000000.0,23983188000000.0
2058.0,24794427000000.0,22250374000000.0,25561236000000.0,23913800000000.0,23897034000000.0
2059.0,24697733000000.0,22118736000000.0,25407349000000.0,23755040000000.0,23766768000000.0
2060.0,24558585000000.0,21940030000000.0,25400883000000.0,23727301000000.0,23637189000000.0
2061.0,24392755000000.0,21721422000000.0,25242100000000.0,23635499000000.0,23525149000000.0
2062.0,24330965000000.0,21491190000000.0,25161361000000.0,23553678000000.0,23371687000000.0
2063.0,24217995000000.0,21327570000000.0,25120878000000.0,23411936000000.0,23297006000000.0
2064.0,24202766000000.0,21238817000000.0,24998048000000.0,23212365000000.0,23186746000000.0
2065.0,24161758000000.0,21019343000000.0,24949770000000.0,22939167000000.0,23138900000000.0
2066.0,24038993000000.0,20815200000000.0,24848428000000.0,22951830000000.0,23051691000000.0
2067.0,23903666000000.0,20555607000000.0,24867252000000.0,22824211000000.0,23050924000000.0
2068.0,23731910000000.0,20307702000000.0,24919669000000.0,22682182000000.0,22976762000000.0
2069.0,23592698000000.0,20144070000000.0,24907226000000.0,22589270000000.0,22846183000000.0
2070.0,23474528000000.0,19986848000000.0,24760795000000.0,22398582000000.0,22805850000000.0
2071.0,23341941000000.0,19776116000000.0,24687030000000.0,22355252000000.0,22733254000000.0
2072.0,23314286000000.0,19585609000000.0,24654618000000.0,22281735000000.0,22632735000000.0
2073.0,23251462000000.0,19302992000000.0,24577569000000.0,22181749000000.0,22530824000000.0
2074.0,23164243000000.0,19105308000000.0,24456536000000.0,22117274000000.0,22505167000000.0
2075.0,23083295000000.0,18985517000000.0,24383683000000.0,22041180000000.0,22330772000000.0
2076.0,22869157000000.0,18814715000000.0,24335895000000.0,21979608000000.0,22166339000000.0
2077.0,22841470000000.0,18574534000000.0,24237677000000.0,21972268000000.0,22027250000000.0
2078.0,22780846000000.0,18434945000000.0,24185414000000.0,21759162000000.0,21958590000000.0
2079.0,22740730000000.0,18224090000000.0,24151560000000.0,21640560000000.0,21934979000000.0
2080.0,22678384000000.0,18085266000000.0,24025047000000.0,21553901000000.0,21853171000000.0
2081.0,22612065000000.0,17890750000000.0,23866320000000.0,21425056000000.0,21771428000000.0
2082.0,22567478000000.0,17733886000000.0,23813350000000.0,21286750000000.0,21656282000000.0
2083.0,22504532000000.0,17552537000000.0,23692373000000.0,21234459000000.0,21529893000000.0
2084.0,22448710000000.0,17364512000000.0,23611318000000.0,21141958000000.0,21389828000000.0
2085.0,22339475000000.0,17126747000000.0,23559888000000.0,21096907000000.0,21294995000000.0
2086.0,22240830000000.0,16935191000000.0,23544262000000.0,21009904000000.0,21242508000000.0
2087.0,22119243000000.0,16776557000000.0,23561274000000.0,20944104000000.0,21142459000000.0
2088.0,22088585000000.0,16535604000000.0,23574027000000.0,20831936000000.0,21101900000000.0
2089.0,22086936000000.0,16344808000000.0,23571112000000.0,20833204000000.0,20977457000000.0
2090.0,21956500000000.0,16205068000000.0,23578600000000.0,20721439000000.0,20875187000000.0
2091.0,21872261000000.0,16009352000000.0,23468553000000.0,20606490000000.0,20780720000000.0
2092.0,21821666000000.0,15920852000000.0,23360614000000.0,20544966000000.0,20745248000000.0
2093.0,21765594000000.0,15775232000000.0,23334330000000.0,20344805000000.0,20722846000000.0
2094.0,21684860000000.0,15614498000000.0,23234058000000.0,20199024000000.0,20618339000000.0
2095.0,21656926000000.0,15471035000000.0,23226462000000.0,20171547000000.0,20602872000000.0
2096.0,21643910000000.0,15310026000000.0,23238220000000.0,20029890000000.0,20426873000000.0
2097.0,21618284000000.0,15215041000000.0,23301317000000.0,19867443000000.0,20348796000000.0
2098.0,21520114000000.0,15069507000000.0,23258286000000.0,19767367000000.0,20242638000000.0
2099.0,21491117000000.0,14920298000000.0,23211635000000.0,19635610000000.0,20153690000000.0
2100.0,21409271000000.0,14732481000000.0,23189567000000.0,19547971000000.0,20019658000000.0
