time,BCC-CSM2-MR,FGOALS-F3-L,CESM2,GFDL-ESM4,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,NORESM2-MM,CAMS-CSM1-0,CESM2-WACCM,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0
2015.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0
2016.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0
2017.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0
2018.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0
2019.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0
2020.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0
2021.0,1922568200.0,1918917100.0,1945299000.0,1965372800.0,1930647800.0,1874499500.0,1904392200.0,1904745500.0,1926421400.0,1921337600.0,1913976000.0,1928535400.0,1935957200.0,2015653800.0
2022.0,1895799900.0,1901853600.0,1892073200.0,1908533900.0,1873585900.0,1821784600.0,1859075600.0,1876336000.0,1911992300.0,1912094800.0,1905518100.0,1910197900.0,1899950800.0,1898286000.0
2023.0,1872195800.0,1852238100.0,1861747600.0,1880341200.0,1831391700.0,1883834100.0,1818639500.0,1842577900.0,1868840000.0,2002759600.0,1869442800.0,1902023400.0,1846029600.0,1851022200.0
2024.0,1801765600.0,1839648300.0,1810631800.0,1839033600.0,1788290400.0,1988897700.0,1973068200.0,1805104400.0,1829606500.0,1874186500.0,1821706800.0,1851823000.0,1803292900.0,1815182600.0
2025.0,1784415000.0,1807352000.0,1762972000.0,1828079100.0,1737239300.0,1818486100.0,1824252000.0,1776231200.0,1942232700.0,1837237200.0,1770901500.0,1845687900.0,1742620700.0,1829319800.0
2026.0,1743396200.0,1768428800.0,1695476100.0,1808824700.0,1668738200.0,1777861500.0,1708769800.0,1733232000.0,1854849200.0,1801182200.0,1733249900.0,1802423400.0,1704169700.0,1776580000.0
2027.0,1695299800.0,1713807200.0,1672717600.0,1752173200.0,1641161300.0,1749395300.0,1660542200.0,1710793600.0,1931743100.0,1771306600.0,1684253700.0,1772536800.0,1704379400.0,1741661600.0
2028.0,1658584800.0,1686071600.0,1686612900.0,2023641600.0,1584937900.0,1729472000.0,1612837900.0,1655955500.0,1769447300.0,1772784600.0,1644052100.0,1720831000.0,1670352000.0,1697531500.0
2029.0,1610265000.0,1645280000.0,1548401400.0,1773753000.0,1518843800.0,1741158300.0,1577220500.0,1619220500.0,1733976600.0,1719904100.0,1590556000.0,1705490800.0,1882367100.0,1655084500.0
2030.0,1548239700.0,1606371200.0,1608574500.0,1698089300.0,1459150200.0,1682277800.0,1521808300.0,1550104300.0,1759230300.0,1675039000.0,1554155600.0,1639072300.0,1644491400.0,1559719400.0
2031.0,1489071900.0,1540653800.0,1481583900.0,1660617600.0,1396045700.0,1670829700.0,1502347800.0,1513865000.0,1687601700.0,1629612700.0,1494665300.0,1591367300.0,1546647000.0,1484733400.0
2032.0,1409488800.0,1508118700.0,1763453600.0,1593121300.0,1371995500.0,1608897400.0,1466102800.0,1456324400.0,1662355200.0,1626744800.0,1432435200.0,1570917500.0,1522400400.0,1442070800.0
2033.0,1342639200.0,1468777900.0,1586554600.0,1571122000.0,1305227600.0,1597729300.0,1369269000.0,1376445600.0,1630547000.0,1562540500.0,1398910700.0,1522984800.0,1456258800.0,1682428500.0
2034.0,1274476800.0,1438433500.0,1514740100.0,1562638500.0,1260637000.0,1637835500.0,1340299600.0,1388468100.0,1719314200.0,1539839900.0,1348503300.0,1486564700.0,1408316200.0,1393625900.0
2035.0,1261964700.0,1405122600.0,1382881800.0,1506353700.0,1219698300.0,1505427000.0,1311387000.0,1298451600.0,1612270000.0,1498479700.0,1309658500.0,1443547100.0,1514962600.0,1311616500.0
2036.0,1186959700.0,1355298000.0,1301143700.0,1456178600.0,1170156200.0,1445067400.0,1336507900.0,1251845900.0,1556064300.0,1419074700.0,1262504600.0,1409282200.0,1337692800.0,1277887900.0
2037.0,1116579000.0,1319816200.0,1267425400.0,1425173600.0,1116169100.0,1439733600.0,1321630700.0,1240868600.0,1539502300.0,1379215900.0,1225478500.0,1356781800.0,1284604800.0,1258653700.0
2038.0,1108843800.0,1319688200.0,1223799200.0,1399293200.0,1083848300.0,1402421500.0,1369956200.0,1194251400.0,1500334500.0,1438692600.0,1183269000.0,1323140000.0,1217927600.0,1211083800.0
2039.0,1033823600.0,1242061800.0,1179730400.0,1424030600.0,1054973800.0,1374463600.0,1208783600.0,1163628000.0,1460881700.0,1387231000.0,1157860000.0,1354440600.0,1187695500.0,1155738600.0
2040.0,1006191900.0,1215325200.0,1125898100.0,1356311800.0,1023563300.0,1315601700.0,1173216100.0,1113242000.0,1405733900.0,1335284900.0,1106036500.0,1263951900.0,1141335300.0,1081090800.0
2041.0,988246460.0,1176277900.0,1066934850.0,1331533600.0,980348540.0,1285456500.0,1118344600.0,1093578200.0,1379567600.0,1280068900.0,1058319600.0,1259123700.0,1095327200.0,1083383900.0
2042.0,928495940.0,1119007100.0,1031568260.0,1303537800.0,936926140.0,1260383700.0,1105873700.0,1053869200.0,1348907300.0,1244060300.0,1005219140.0,1196492900.0,1068104770.0,1093596300.0
2043.0,876630000.0,1087882900.0,997420300.0,1314047100.0,905841100.0,1217094400.0,1041951400.0,1010008960.0,1329274000.0,1201461900.0,947179840.0,1148034300.0,1012552770.0,1031012800.0
2044.0,837499800.0,1083814700.0,948455740.0,1284275300.0,874108740.0,1203530100.0,1195649900.0,994492300.0,1311947100.0,1153051800.0,912861600.0,1104414200.0,977139000.0,1010761500.0
2045.0,814139970.0,1032156860.0,1038550600.0,1244594000.0,863723650.0,1191573400.0,986423700.0,928248400.0,1316921200.0,1133301400.0,897808600.0,1062318660.0,931688300.0,1054987300.0
2046.0,807899100.0,993648640.0,948642000.0,1219184000.0,833502660.0,1131839900.0,964345000.0,886788000.0,1265465500.0,1208498600.0,909775040.0,1047756400.0,901408960.0,978591040.0
2047.0,760219100.0,1045375360.0,942476350.0,1173480400.0,794855400.0,1098251000.0,936173500.0,874036800.0,1240982800.0,1101362300.0,882233860.0,1022670500.0,950629600.0,1235020200.0
2048.0,710414900.0,953001600.0,896572350.0,1160271400.0,761040800.0,1055015900.0,1005144770.0,841495230.0,1229438800.0,1070266300.0,851110340.0,967377540.0,842989400.0,1007026500.0
2049.0,675813700.0,926779400.0,865210750.0,1177065600.0,754443650.0,1028306700.0,905591230.0,795526460.0,1205219800.0,1050097600.0,800488770.0,1055084500.0,818020740.0,935962560.0
2050.0,655423400.0,899059400.0,829780740.0,1128755700.0,722432500.0,1005628600.0,871430100.0,770018900.0,1195784600.0,1004371000.0,761731700.0,916999200.0,791623100.0,910881000.0
2051.0,620977200.0,866645760.0,815872500.0,1100747600.0,684093600.0,970563840.0,849015500.0,749088600.0,1159672200.0,992967900.0,725511200.0,896146750.0,753494340.0,887473600.0
2052.0,628866300.0,845623040.0,787263360.0,1081043000.0,665762000.0,915836160.0,840439300.0,727129540.0,1127009000.0,1439074000.0,688459600.0,877139100.0,739394400.0,847077300.0
2053.0,580048300.0,817285000.0,757328700.0,1177346300.0,652470340.0,886286800.0,807319300.0,696402000.0,1108495600.0,1184452500.0,645179600.0,935886660.0,719456450.0,824297300.0
2054.0,564746700.0,788163840.0,723055400.0,1057585600.0,632656900.0,823131460.0,797514500.0,666555650.0,1052858000.0,996617660.0,625100400.0,845286660.0,684012600.0,829185150.0
2055.0,545814140.0,765411200.0,699503040.0,1039827800.0,594994940.0,787935200.0,826469060.0,644882700.0,1031692860.0,930496800.0,592678460.0,827163140.0,654197100.0,775981400.0
2056.0,516984160.0,746275400.0,683145400.0,1025794900.0,576993150.0,800464400.0,782102100.0,641807400.0,1114935200.0,894002100.0,562082600.0,792895700.0,609453950.0,760423700.0
2057.0,502521340.0,724594600.0,654725200.0,1010763970.0,565018560.0,717540000.0,747663300.0,608839200.0,1068108700.0,870444800.0,535923300.0,800195700.0,587686400.0,742102100.0
2058.0,467428160.0,710548600.0,630428300.0,1008307800.0,548402750.0,682553400.0,725161000.0,583775600.0,1050312500.0,850777700.0,510331040.0,759108540.0,558823300.0,733892000.0
2059.0,447453800.0,694784960.0,621047500.0,978935400.0,536157120.0,649909800.0,711186900.0,545984200.0,999922200.0,1055046100.0,475376860.0,737694800.0,542877400.0,705084860.0
2060.0,433815460.0,674676160.0,596486600.0,959781400.0,516614850.0,612216100.0,694465660.0,524922780.0,1000290800.0,851407550.0,450581900.0,712138700.0,524691840.0,681670000.0
2061.0,412860500.0,785903170.0,578583600.0,951855900.0,492227550.0,570560300.0,674036800.0,513248220.0,960136000.0,817884300.0,434466560.0,710679200.0,501609060.0,668109600.0
2062.0,394797340.0,682278660.0,553333440.0,924782200.0,533899840.0,528029380.0,654505800.0,487271140.0,938052160.0,777864300.0,425447230.0,682564540.0,494730460.0,643729500.0
2063.0,378336160.0,626735600.0,560404030.0,926387400.0,484799600.0,512669730.0,650890900.0,470517020.0,1117297300.0,759405800.0,418966460.0,652702600.0,474777570.0,632593600.0
2064.0,361215940.0,598030900.0,533128900.0,932919700.0,456524160.0,480581660.0,622395600.0,455972030.0,1010362300.0,737410500.0,401672960.0,644559550.0,462461380.0,615512060.0
2065.0,347769400.0,576710800.0,501857380.0,893505400.0,448873440.0,459626600.0,589076540.0,444471230.0,903111230.0,714350300.0,381599870.0,627688900.0,440966100.0,683955000.0
2066.0,330164600.0,587967550.0,485081300.0,877262900.0,444011600.0,431396060.0,570085570.0,442253820.0,1018118400.0,690010700.0,365752200.0,607178940.0,449702980.0,580658200.0
2067.0,320440220.0,556287360.0,482911520.0,868160400.0,428179100.0,403930500.0,620559800.0,550917100.0,921615100.0,671090370.0,452667800.0,590668700.0,404509300.0,560828700.0
2068.0,308742940.0,538182460.0,462382300.0,855036200.0,417194050.0,389549730.0,547964600.0,407061150.0,1043101060.0,675970700.0,343012380.0,576382400.0,384760640.0,546998700.0
2069.0,300220300.0,522937000.0,454952160.0,843908350.0,405724800.0,381473300.0,530797660.0,392380930.0,940275600.0,645095040.0,337595420.0,551314560.0,379057920.0,527963840.0
2070.0,294705800.0,505607140.0,434357200.0,827329200.0,421758850.0,485338400.0,495053400.0,385682700.0,884714750.0,622996900.0,330805380.0,528079840.0,373659650.0,509509760.0
2071.0,274511870.0,493343680.0,419304900.0,812380700.0,392087700.0,373424260.0,502104500.0,371697920.0,879979970.0,600944300.0,315657020.0,510702460.0,356818020.0,530870500.0
2072.0,252829950.0,501181120.0,412132740.0,807089660.0,387157730.0,356470200.0,489160130.0,360859620.0,850152640.0,674579000.0,305578460.0,500287460.0,343145120.0,480959500.0
2073.0,238844140.0,474908540.0,403078430.0,793761700.0,376747970.0,336108100.0,457029500.0,354291040.0,832173900.0,587889660.0,319454340.0,485603170.0,337811100.0,463714720.0
2074.0,234358240.0,475663400.0,396208350.0,782505200.0,362325280.0,319379260.0,511673700.0,336253340.0,822066560.0,559937900.0,294520900.0,472601060.0,322873020.0,450662500.0
2075.0,237369440.0,457691870.0,406382500.0,775114200.0,357663070.0,309012350.0,441799460.0,328279170.0,812039550.0,535074000.0,281897120.0,456943520.0,313004670.0,434536320.0
2076.0,223757730.0,447980320.0,362011200.0,755942200.0,351376800.0,329926370.0,638480000.0,323535300.0,806487800.0,521695700.0,277472060.0,485166980.0,304806180.0,425490720.0
2077.0,242064720.0,444541380.0,353196320.0,739881150.0,343421800.0,297589120.0,449277060.0,307414100.0,802224260.0,487073200.0,265340750.0,431413900.0,296973280.0,417826080.0
2078.0,235306450.0,445141440.0,346547680.0,717397000.0,471810780.0,276099600.0,611173500.0,297611200.0,787552060.0,464826240.0,261328660.0,421178050.0,301233950.0,402819780.0
2079.0,262751330.0,435068700.0,1046989100.0,860993700.0,334138020.0,264103650.0,420858370.0,333346880.0,764248400.0,446688830.0,244787900.0,395379650.0,294550660.0,388288400.0
2080.0,218060880.0,434123420.0,351789900.0,698052800.0,327399600.0,254817840.0,422266850.0,294751800.0,755795460.0,465978340.0,231508220.0,386326080.0,304178000.0,372062000.0
2081.0,216367090.0,416955600.0,351360800.0,689492900.0,326824350.0,251884220.0,414479460.0,282570720.0,764234100.0,426742980.0,325762270.0,377133400.0,300063260.0,592239300.0
2082.0,210028960.0,436624060.0,327463900.0,671160260.0,324460740.0,247667000.0,443901440.0,276398620.0,736389060.0,416814720.0,268631330.0,360807600.0,290498720.0,368205340.0
2083.0,241657310.0,402727520.0,322918750.0,658536300.0,311711600.0,225484450.0,400699550.0,258480800.0,757228350.0,503885820.0,222333740.0,348360400.0,279214460.0,352822240.0
2084.0,215871120.0,391151520.0,316936900.0,645369000.0,309202080.0,214569860.0,384144160.0,252384430.0,721064200.0,411927740.0,222445550.0,370324700.0,292765280.0,349420350.0
2085.0,209067730.0,385272200.0,302310180.0,638163900.0,304934240.0,209151970.0,393708030.0,254091040.0,711007360.0,391768060.0,219356260.0,335271140.0,431718400.0,338735300.0
2086.0,203933300.0,369927840.0,297452030.0,629869000.0,296884740.0,201682930.0,371707100.0,245706850.0,695269570.0,378525000.0,214378690.0,311230940.0,276751520.0,322884160.0
2087.0,202610030.0,366055400.0,289215100.0,615953400.0,292404380.0,194285230.0,350172060.0,238077800.0,756080450.0,370224100.0,204818430.0,299313340.0,269792540.0,318541250.0
2088.0,195486780.0,386844500.0,277931700.0,605245300.0,289819870.0,184592980.0,355551600.0,233542830.0,690499900.0,358369300.0,199451120.0,292195900.0,258489280.0,310033400.0
2089.0,190119550.0,362011360.0,272899100.0,594491000.0,282923140.0,165733260.0,352107140.0,226031980.0,681563200.0,339532500.0,194152640.0,286080540.0,280799500.0,393612500.0
2090.0,187770690.0,361576130.0,262633540.0,583297340.0,274696160.0,156848800.0,341019520.0,217252380.0,685167700.0,329809820.0,206292130.0,278394200.0,251574030.0,300157730.0
2091.0,180449550.0,351691900.0,262219920.0,575782000.0,271757100.0,160150100.0,338676600.0,213153870.0,683462400.0,322621800.0,192919100.0,270691520.0,248654500.0,292616200.0
2092.0,177788130.0,352066900.0,255091900.0,649940200.0,267509680.0,145664270.0,331285730.0,208039570.0,666900030.0,327784220.0,201402060.0,264795180.0,247835980.0,286517000.0
2093.0,172929070.0,347212300.0,243844900.0,551469630.0,262682580.0,139824780.0,328585120.0,197543070.0,649118140.0,309216540.0,198651820.0,254221860.0,244560270.0,283503040.0
2094.0,302691230.0,362345470.0,256964530.0,536094850.0,257125000.0,148159840.0,318631420.0,189410140.0,698016450.0,302998460.0,189830180.0,246897300.0,237794610.0,279930180.0
2095.0,171745940.0,352354900.0,230652030.0,526629920.0,259792510.0,137551140.0,327352830.0,209166480.0,655584450.0,326427840.0,186235740.0,241720670.0,233638640.0,268134780.0
2096.0,163779920.0,342314620.0,226562980.0,517045700.0,259402670.0,205314990.0,305186500.0,186158830.0,648279600.0,296668100.0,187246190.0,234734690.0,278248740.0,262362160.0
2097.0,163674980.0,336435650.0,216542080.0,503495260.0,299204770.0,141064560.0,297555330.0,183584900.0,639400060.0,289374700.0,179651360.0,229419860.0,350540220.0,258044420.0
2098.0,162209220.0,334380960.0,213200370.0,492640220.0,261936980.0,133216184.0,298305300.0,184093460.0,614177860.0,289186620.0,178043600.0,209582270.0,259656930.0,265098980.0
2099.0,160911920.0,328965300.0,216364700.0,472217020.0,253954580.0,130088350.0,289394560.0,179392370.0,601922000.0,272312130.0,189111310.0,204912400.0,254752130.0,238937390.0
2100.0,158421250.0,328616300.0,233955440.0,477897180.0,249283230.0,129380650.0,280310180.0,174027040.0,614379600.0,265087220.0,175259780.0,237516780.0,238820240.0,228305200.0
