time,ACCESS-ESM1-5,EC-EARTH3-VEG,EC-EARTH3,ACCESS-CM2,INM-CM5-0,INM-CM4-8,IPSL-CM6A-LR,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,MRI-ESM2-0,GFDL-ESM4,CESM2
2028.0,1800676100.0,1698933600.0,1673546100.0,1643185000.0,1723255700.0,1771835500.0,1735105200.0,1646049400.0,1903615600.0,1774951700.0,1694726700.0,1674824100.0,1726018700.0,1689979000.0,1649645300.0,1669660800.0,1748587100.0
2029.0,1782895200.0,1674830300.0,1650543400.0,1601889700.0,1722799900.0,1739746300.0,1682945900.0,1604208900.0,1831854300.0,1841919400.0,1706402200.0,1635633800.0,1700550100.0,1648130200.0,1576710100.0,1632044500.0,1989824000.0
2030.0,1714989800.0,1648815000.0,1760371500.0,1518845300.0,1666167200.0,1732348400.0,1684955900.0,1582377700.0,1870956800.0,2380233000.0,1632613600.0,1572439400.0,1664495700.0,1592056800.0,1528003500.0,1582038800.0,1693642100.0
2031.0,1676966900.0,1588569500.0,1646070000.0,1440191500.0,1619476500.0,1667254300.0,1630950000.0,1620885900.0,1752431500.0,1830286100.0,1745833500.0,1728304600.0,1625928800.0,1542783400.0,1449979100.0,1527788700.0,1650774000.0
2032.0,1636105700.0,1558665600.0,1558889100.0,1391929000.0,1574123600.0,1642952200.0,1605605200.0,1516683400.0,1733619000.0,1765175600.0,1690204800.0,1631572100.0,1602039700.0,1625874600.0,1387253400.0,1487162500.0,1607451400.0
2033.0,1632007400.0,1492492800.0,1515982300.0,1347854100.0,1520899700.0,1653632100.0,1577330200.0,1455521900.0,1699845100.0,1735198200.0,1651582100.0,1549283200.0,1583724000.0,1516678000.0,1345806100.0,1446499600.0,1573565600.0
2034.0,1560807600.0,1491235800.0,1464095700.0,1298303100.0,1478589800.0,1588683600.0,1523865200.0,1446898700.0,1658931200.0,1710759800.0,1651381400.0,1480180100.0,1522196500.0,1435615200.0,1294461000.0,1417579300.0,1533137200.0
2035.0,1497890400.0,1623964700.0,1437071100.0,1239323000.0,1446523500.0,1551862000.0,1452687600.0,1401309300.0,1609151600.0,1678522000.0,1596421400.0,1467235100.0,1471996300.0,1412954400.0,1258245000.0,1410791300.0,1460970400.0
2036.0,1495600000.0,1447425900.0,1389485200.0,1164797800.0,1400197200.0,1488605400.0,1380355800.0,1544713000.0,1570016000.0,1636288300.0,1543597800.0,1923218600.0,1417792900.0,1382110700.0,1200125700.0,1316238300.0,1420559900.0
2037.0,1424162400.0,1408583300.0,1350182400.0,1128057200.0,1321159000.0,1572969900.0,1350367200.0,1343820000.0,1547593200.0,1625251200.0,1491722800.0,1498654600.0,1391212300.0,1309711200.0,1151054100.0,1268675700.0,1356372000.0
2038.0,1377035400.0,1354935700.0,1293769100.0,1086214700.0,1259813100.0,1440322600.0,1311477900.0,1304159900.0,1533029500.0,1567232000.0,1450579000.0,1409453200.0,1442993400.0,1258497900.0,1113786000.0,1235993100.0,1317945300.0
2039.0,1333469800.0,1338076300.0,1237641000.0,1032618430.0,1199027300.0,1433445200.0,1272931800.0,1276751600.0,1486119800.0,1519633900.0,1402163100.0,1416131800.0,1386615300.0,1209443300.0,1067085600.0,1199706000.0,1266901200.0
2040.0,1265107500.0,1298648800.0,1203165600.0,1006340860.0,1158192300.0,1363836700.0,1227693600.0,1222843100.0,1450920800.0,1542342800.0,1371733800.0,1349249700.0,1323643100.0,1155227300.0,1020969000.0,1162025000.0,1231488600.0
2041.0,1193924000.0,1284443500.0,1149599000.0,958452300.0,1110964500.0,1342239200.0,1199468900.0,1203332000.0,1421014000.0,1509105200.0,1331746600.0,1319181800.0,1324118800.0,1157851500.0,989887400.0,1127949000.0,1227032200.0
2042.0,1153681200.0,1224138900.0,1100728000.0,914800260.0,1073736770.0,1304089100.0,1195998000.0,1257980500.0,1394231700.0,1456542600.0,1309580900.0,1288551600.0,1284181200.0,1092174600.0,965412300.0,1084219300.0,1189636000.0
2043.0,1114551300.0,1217072600.0,1081541100.0,871993300.0,1036078900.0,1274912400.0,1152399600.0,1156025500.0,1361411600.0,1478673000.0,1245973900.0,1300301300.0,1257459800.0,1059057700.0,977638340.0,1059982400.0,1112357000.0
2044.0,1089854300.0,1174308400.0,1021365060.0,835041340.0,1112699900.0,1237316400.0,1118912300.0,1132927500.0,1408874200.0,1424048900.0,1189392400.0,1237861400.0,1215729400.0,1037393900.0,924093760.0,1062294140.0,1083173800.0
2045.0,1006633700.0,1164090200.0,966549060.0,811011460.0,1048246500.0,1204634800.0,1089658800.0,1083013200.0,1302299900.0,1424367600.0,1160615700.0,1215754200.0,1190623400.0,993708500.0,887459100.0,1019929000.0,1036849200.0
2046.0,975207360.0,1133112400.0,910788030.0,821213900.0,998693700.0,1153312000.0,1057194560.0,1060150400.0,1349352800.0,1394886700.0,1129059100.0,1185037300.0,1156101100.0,961220900.0,858975700.0,1046344200.0,981306240.0
2047.0,1014486800.0,1097623400.0,897618500.0,774014200.0,1062115600.0,1096439400.0,1013487740.0,1027644860.0,1262299500.0,1371124500.0,1077676500.0,1162508400.0,1163946000.0,926003260.0,832950700.0,994878660.0,937388400.0
2048.0,1027527740.0,1125383200.0,858793100.0,751178300.0,958144000.0,1098634800.0,991551740.0,985481200.0,1303694100.0,1493876600.0,1073853000.0,1129151000.0,1100070700.0,888558800.0,820689500.0,952639200.0,906191300.0
2049.0,959415900.0,1070087500.0,822550600.0,730136400.0,929776060.0,1054549900.0,948072500.0,975592200.0,1213982500.0,1345777900.0,1036288060.0,1111975200.0,1075984400.0,850497150.0,781773100.0,918952700.0,866256960.0
2050.0,898251460.0,1041010560.0,781228100.0,704215700.0,979721300.0,1025515400.0,909247000.0,956756300.0,1194206100.0,1802052700.0,1008831300.0,1079391200.0,1044100740.0,823583940.0,768170500.0,893424900.0,841864960.0
2051.0,876143200.0,1016361340.0,754164350.0,704636350.0,928858600.0,984631300.0,855042000.0,939518140.0,1151267300.0,1377580400.0,1018115700.0,1055434800.0,995592100.0,795433700.0,730067800.0,1018046850.0,838588200.0
2052.0,842525060.0,986817500.0,718510460.0,685277300.0,858209540.0,951473100.0,831431000.0,899804900.0,1135994500.0,1297783700.0,1008290800.0,1031043840.0,963764740.0,763358100.0,712320960.0,876790900.0,784381300.0
2053.0,810318600.0,970797100.0,713191800.0,667989500.0,929160060.0,951325700.0,843998600.0,875375500.0,1106878700.0,1430076500.0,983942340.0,1012286600.0,930560100.0,753926500.0,696514370.0,863077760.0,817831800.0
2054.0,761828160.0,958780100.0,683273800.0,709295900.0,823247550.0,959188400.0,777924100.0,848682800.0,1134674200.0,1308901600.0,956667840.0,990886700.0,1098383100.0,711507650.0,668484540.0,851547840.0,741452540.0
2055.0,765938370.0,959034240.0,654701630.0,673759600.0,807095550.0,919305000.0,748469060.0,827166340.0,1086364400.0,1282602500.0,916580000.0,965558400.0,947530430.0,686000500.0,646415940.0,991546700.0,835719740.0
2056.0,735145150.0,919355100.0,709451650.0,621354560.0,813670100.0,891546600.0,719180700.0,805700860.0,1017928400.0,1259583000.0,891684740.0,950214200.0,980044900.0,680778200.0,617391170.0,889498400.0,762998460.0
2057.0,692098600.0,905759500.0,656734400.0,597266600.0,770421300.0,990083200.0,706239500.0,814245950.0,993406500.0,1284447100.0,879505340.0,928970200.0,894384260.0,649768500.0,593889700.0,858562240.0,685954370.0
2058.0,665527230.0,911734200.0,653109500.0,563055700.0,1358537900.0,896456900.0,686054300.0,785514560.0,944869100.0,1842212100.0,845424800.0,901180600.0,862530700.0,639507600.0,583965300.0,837932160.0,657310140.0
2059.0,652534900.0,876399600.0,616122560.0,544841400.0,748986200.0,836793150.0,674171100.0,760690900.0,931590600.0,1375161600.0,821481500.0,884888260.0,938826750.0,619511500.0,591099260.0,809984000.0,635189440.0
2060.0,622993800.0,870298600.0,594639600.0,530047970.0,731336640.0,810626750.0,675449340.0,728724100.0,902434940.0,1390380200.0,897222200.0,891095300.0,848691260.0,596670340.0,553369340.0,780503100.0,603574800.0
2061.0,599212160.0,844826750.0,579611400.0,556663700.0,908894460.0,896881500.0,638786300.0,736494600.0,879960400.0,1288166500.0,785126100.0,856042100.0,828189400.0,565618300.0,539810200.0,768222660.0,582089100.0
2062.0,615967000.0,963958660.0,556264800.0,503726430.0,685799360.0,847706700.0,612890750.0,700087500.0,860357440.0,1242358900.0,782404200.0,857910900.0,821890800.0,560819900.0,522861200.0,746252300.0,587479040.0
2063.0,587141500.0,876879740.0,542916030.0,487313730.0,842107400.0,753115840.0,619052860.0,683007200.0,950043840.0,1210013300.0,764496500.0,819120200.0,819936060.0,560322400.0,552976830.0,722191300.0,671934850.0
2064.0,564894800.0,830788500.0,523060480.0,491155700.0,746754370.0,727084200.0,592254600.0,659814400.0,831618900.0,1189288100.0,743114560.0,779276200.0,801513100.0,533078700.0,509538660.0,744375740.0,773998400.0
2065.0,550922500.0,809297700.0,496363300.0,476773200.0,674187800.0,720670460.0,570431100.0,644568770.0,813084800.0,1316749000.0,730607300.0,744590660.0,843823550.0,514525980.0,485110850.0,730886500.0,552618400.0
2066.0,543967800.0,798173700.0,516007550.0,460524580.0,666025540.0,699355260.0,636265900.0,617337600.0,793561300.0,1182807200.0,760052030.0,718294000.0,774390000.0,500522460.0,470257700.0,792059700.0,522469000.0
2067.0,561984060.0,796959900.0,534065300.0,449556500.0,770614500.0,688236740.0,564723100.0,601023300.0,812810900.0,1168548200.0,704260000.0,689065540.0,770132600.0,492326620.0,457605470.0,699774500.0,511603230.0
2068.0,519538660.0,776525900.0,471737700.0,440587780.0,976087200.0,650451000.0,539583800.0,587493700.0,771066900.0,1165047200.0,683300800.0,672722200.0,740956540.0,500112320.0,449326300.0,683140600.0,502649380.0
2069.0,502206800.0,769734660.0,457786100.0,431048500.0,713141700.0,893963200.0,525473100.0,562362900.0,756964540.0,1150349700.0,663125600.0,662320400.0,720123800.0,480572350.0,432408300.0,673111040.0,483892500.0
2070.0,490910850.0,753098000.0,449729100.0,431568200.0,679803970.0,742228900.0,506756930.0,556997570.0,729632260.0,1635383200.0,849396200.0,637803970.0,699974900.0,479402460.0,426745000.0,656267400.0,470369280.0
2071.0,480102050.0,744403400.0,438049470.0,417912130.0,639625340.0,654428860.0,498193660.0,540210750.0,704417340.0,1204314400.0,706395460.0,620289300.0,685342700.0,463153380.0,413858600.0,636204100.0,475970780.0
2072.0,472539700.0,741848260.0,430707870.0,414986300.0,795354200.0,684009800.0,499993300.0,524744900.0,680188100.0,1126783600.0,727542340.0,605557060.0,675266750.0,454930000.0,448911000.0,627300600.0,456184260.0
2073.0,450557400.0,790427200.0,413268960.0,408602140.0,650091460.0,604052030.0,471488500.0,514342500.0,655056800.0,1458068600.0,778009500.0,603180740.0,665126460.0,446895840.0,576050000.0,684489900.0,448784130.0
2074.0,582463400.0,743107200.0,631117500.0,399602370.0,634080640.0,1004516100.0,455014900.0,485101860.0,726556160.0,1126904000.0,670425340.0,579315400.0,700835800.0,509935000.0,451395900.0,650039300.0,455983420.0
2075.0,449843700.0,718826240.0,428381340.0,392451700.0,619096700.0,597075700.0,439907000.0,470159000.0,649569340.0,1153869200.0,685883840.0,575564350.0,645377150.0,483045280.0,508400420.0,614802100.0,435956300.0
2076.0,450093760.0,700360450.0,402586020.0,389012770.0,1219596500.0,566868740.0,470360930.0,459524030.0,619134900.0,1110164400.0,648437900.0,570377900.0,637712400.0,447562370.0,405488580.0,608080400.0,431771230.0
2077.0,463706370.0,693355000.0,459439170.0,498501900.0,1172571300.0,564559740.0,431277280.0,448616930.0,721296640.0,1103178400.0,776710900.0,580224830.0,616789800.0,452637300.0,426488320.0,610812160.0,421411780.0
2078.0,483395230.0,710271040.0,455622800.0,375960670.0,792963100.0,544515260.0,421890460.0,537863040.0,665976640.0,1093703200.0,793618560.0,558162600.0,655570370.0,452528030.0,402407100.0,598133500.0,426579900.0
2079.0,423964300.0,680775550.0,405403550.0,368403740.0,926581800.0,545836740.0,415120830.0,434779740.0,620098560.0,1176361600.0,1545650000.0,554292300.0,611409000.0,449660670.0,389111400.0,591916600.0,414748540.0
2080.0,414073400.0,669424700.0,395767680.0,360428830.0,675373600.0,571850700.0,412120060.0,426688100.0,616286300.0,1269217900.0,1330656400.0,544489660.0,592625100.0,428484600.0,395629150.0,583939000.0,406320420.0
2081.0,404310980.0,738874000.0,389119100.0,352177150.0,635379650.0,547336450.0,405650880.0,486187040.0,584344800.0,1118566100.0,1274903800.0,532172100.0,590243000.0,419541100.0,407671600.0,589630900.0,399125440.0
2082.0,401754800.0,661716740.0,381135360.0,350823650.0,630699840.0,525371970.0,419419870.0,426351600.0,561246400.0,1079912200.0,923428500.0,776974900.0,583670800.0,414473120.0,400169100.0,1095071900.0,406589540.0
2083.0,393119460.0,647561100.0,735572200.0,345019140.0,629462660.0,514304130.0,412498620.0,409708350.0,755401400.0,1080021600.0,805758800.0,518388480.0,613186000.0,424247700.0,387567780.0,586542460.0,387563330.0
2084.0,387798560.0,652259260.0,522028480.0,339045600.0,939770700.0,500910430.0,395709440.0,466333500.0,571668160.0,1068350700.0,769507400.0,508807680.0,569760500.0,412041630.0,435709340.0,1167663500.0,385093150.0
2085.0,382083900.0,629020800.0,597268900.0,338130880.0,640576500.0,513543740.0,385798660.0,393370940.0,550355800.0,1056987500.0,794145300.0,529325920.0,556384800.0,423826600.0,382436740.0,719738050.0,387316900.0
2086.0,529490370.0,645189950.0,530627140.0,340507230.0,823226500.0,498277950.0,380279330.0,532950050.0,617991600.0,1051218370.0,844076200.0,523862500.0,544655550.0,419743200.0,377359000.0,603689100.0,378395500.0
2087.0,374776350.0,651011650.0,408224640.0,374668800.0,621896300.0,1061818430.0,373803500.0,383125950.0,552872300.0,1038653700.0,736599200.0,503842980.0,537751600.0,408560500.0,424998100.0,592845200.0,727352960.0
2088.0,402072200.0,627388800.0,401966850.0,353528960.0,621990500.0,592290100.0,365101630.0,396209570.0,620859300.0,1029760400.0,750734800.0,509307840.0,535933220.0,621705500.0,424275260.0,809778400.0,438324200.0
2089.0,371702820.0,618347400.0,457719520.0,362315260.0,622144640.0,536315330.0,359741600.0,386237470.0,539531260.0,1029426800.0,723963260.0,499745060.0,544934300.0,410234980.0,400011940.0,634275650.0,383267940.0
2090.0,361962300.0,609306100.0,409675500.0,333290600.0,608915200.0,690822100.0,356599230.0,375926820.0,731452900.0,1024823230.0,720754900.0,497753900.0,547204160.0,403993100.0,484133300.0,569803650.0,364947500.0
2091.0,355963600.0,603031800.0,390187650.0,326508830.0,622664260.0,577838300.0,382114700.0,368616800.0,546419600.0,1031401860.0,1065530940.0,485576900.0,524382750.0,405508860.0,424765020.0,586372600.0,373312740.0
2092.0,617969400.0,593269760.0,409663520.0,323970660.0,683096960.0,535089340.0,356960400.0,379334880.0,585408200.0,1139104400.0,1205859300.0,481898400.0,540764800.0,399497760.0,386988500.0,580383600.0,359934850.0
2093.0,345618850.0,605592600.0,401372640.0,321349540.0,621844700.0,513836130.0,369149000.0,362662940.0,533312540.0,1134915100.0,903636030.0,480139740.0,526074980.0,396546800.0,477061250.0,620800260.0,356790300.0
2094.0,347670430.0,579754430.0,551139460.0,312425120.0,609274560.0,601308100.0,376891900.0,349247140.0,650692740.0,1274116100.0,806685950.0,617015000.0,508746530.0,398989060.0,459030560.0,599256060.0,607947970.0
2095.0,338105470.0,804428000.0,392718720.0,317873540.0,604213500.0,516866560.0,361556060.0,344896200.0,600042240.0,1225382900.0,822827260.0,505557200.0,507012670.0,389972740.0,426397570.0,590016960.0,357754370.0
2096.0,332352580.0,576444350.0,395702460.0,316696580.0,600647700.0,508410560.0,360548000.0,338939620.0,726427700.0,1020119200.0,763044350.0,483508740.0,498261200.0,472014300.0,560157060.0,700050200.0,348988220.0
2097.0,332937730.0,575849100.0,395581540.0,304080480.0,589184060.0,522421400.0,344235420.0,337059140.0,544199040.0,1049219800.0,757007100.0,489865860.0,489227500.0,606363140.0,421107230.0,573578800.0,615327040.0
2098.0,326102800.0,563340700.0,423560770.0,299196160.0,917366600.0,536660380.0,336579040.0,335094900.0,527692130.0,1005825660.0,766748700.0,551906300.0,486049730.0,428263170.0,395649950.0,571371400.0,417368480.0
2099.0,316649630.0,552191040.0,558348700.0,297425440.0,591653600.0,649117600.0,344231520.0,334745100.0,522005540.0,986124160.0,724526200.0,701908500.0,486281470.0,405090180.0,391224000.0,607835300.0,362152420.0
2100.0,315598460.0,545774140.0,508414270.0,294949540.0,675099500.0,517490800.0,360610400.0,536503900.0,519618240.0,972900400.0,739149440.0,542787700.0,471236100.0,598386370.0,385671700.0,904170700.0,557419840.0
