time,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,CESM2-WACCM,CAMS-CSM1-0,INM-CM4-8,INM-CM5-0,CANESM5,GFDL-ESM4,ACCESS-ESM1-5,EC-EARTH3-VEG,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,IPSL-CM6A-LR,CESM2,ACCESS-CM2
2029.0,51432870000.0,51396670000.0,51283943000.0,51508265000.0,51440880000.0,51558478000.0,51351670000.0,51184316000.0,51393475000.0,51424540000.0,51227787000.0,51442606000.0,51427246000.0,51455115000.0,51382792000.0,51425137000.0,51431764000.0
2030.0,51406373000.0,51375178000.0,51261990000.0,51529028000.0,51427193000.0,51491594000.0,51319103000.0,51102347000.0,51377787000.0,51403702000.0,51168480000.0,51425830000.0,51412030000.0,51446010000.0,51362220000.0,51415994000.0,51423384000.0
2031.0,51401590000.0,51358913000.0,51204858000.0,51503284000.0,51421557000.0,51482964000.0,51288805000.0,51000650000.0,51458626000.0,51415190000.0,51112730000.0,51412790000.0,51373160000.0,51437904000.0,51335230000.0,51396747000.0,51430265000.0
2032.0,51383357000.0,51321692000.0,51150017000.0,51488380000.0,51421667000.0,51479237000.0,51252790000.0,50976610000.0,51345457000.0,51457600000.0,51063140000.0,51398130000.0,51355947000.0,51423396000.0,51313440000.0,51384697000.0,51398623000.0
2033.0,51365134000.0,51291906000.0,51078353000.0,51457253000.0,51394454000.0,51513627000.0,51218130000.0,50821636000.0,51310715000.0,51375886000.0,51004215000.0,51379320000.0,51331660000.0,51408450000.0,51272946000.0,51368473000.0,51395150000.0
2034.0,51361575000.0,51243635000.0,50998540000.0,51560133000.0,51377090000.0,51447630000.0,51162943000.0,50672284000.0,51279490000.0,51370820000.0,50958987000.0,51363650000.0,51307495000.0,51384740000.0,51245863000.0,51339040000.0,51391870000.0
2035.0,51338617000.0,51200280000.0,50931966000.0,51430000000.0,51367563000.0,51745358000.0,51116687000.0,50484740000.0,51256242000.0,51345580000.0,50940334000.0,51350245000.0,51291075000.0,51362990000.0,51212550000.0,51325444000.0,51356025000.0
2036.0,51328210000.0,51148034000.0,50847520000.0,51412890000.0,51525575000.0,51459994000.0,51073730000.0,50317700000.0,51228190000.0,51327260000.0,50861056000.0,51320320000.0,51276590000.0,51342418000.0,51166642000.0,51306385000.0,51324390000.0
2037.0,51306193000.0,51093574000.0,50755777000.0,51400376000.0,51350290000.0,51427717000.0,50997813000.0,50138280000.0,51282244000.0,51299746000.0,50799420000.0,51315700000.0,51246250000.0,51318534000.0,51101532000.0,51259945000.0,51289776000.0
2038.0,51335135000.0,51057550000.0,50674946000.0,51369730000.0,51304813000.0,51445764000.0,50929443000.0,49911390000.0,51199275000.0,51260320000.0,50720020000.0,51269190000.0,51211223000.0,51284970000.0,51031425000.0,51224650000.0,51244196000.0
2039.0,51264307000.0,50979164000.0,50594333000.0,51355374000.0,51277530000.0,51400327000.0,50889404000.0,49673570000.0,51160470000.0,51243078000.0,50700124000.0,51265560000.0,51178590000.0,51252924000.0,50941546000.0,51183415000.0,51200066000.0
2040.0,51243803000.0,50883002000.0,50502880000.0,51289770000.0,51251010000.0,51379933000.0,50838860000.0,49470964000.0,51132654000.0,51376920000.0,50733326000.0,51237910000.0,51133657000.0,51190870000.0,50858615000.0,51166780000.0,51165106000.0
2041.0,51194910000.0,50802070000.0,50386200000.0,51265384000.0,51241180000.0,51382858000.0,50802827000.0,49219416000.0,51084280000.0,51204837000.0,50722730000.0,51172004000.0,51111727000.0,51126747000.0,50783340000.0,51137930000.0,51197354000.0
2042.0,51155150000.0,50759830000.0,50268385000.0,51305763000.0,51197186000.0,51350438000.0,50743550000.0,48934326000.0,51036357000.0,51170940000.0,50637976000.0,51130480000.0,51091800000.0,51099242000.0,50686927000.0,51111813000.0,51047090000.0
2043.0,51070870000.0,50667622000.0,50179160000.0,51217265000.0,51164910000.0,51334054000.0,50701840000.0,48723130000.0,50995675000.0,51151393000.0,50601210000.0,51087490000.0,51057510000.0,51058180000.0,50559190000.0,51075620000.0,51011080000.0
2044.0,50996535000.0,50595504000.0,50027135000.0,51186330000.0,51148380000.0,51307434000.0,50658850000.0,48482636000.0,50954265000.0,51126790000.0,50577002000.0,51044030000.0,51042845000.0,51021260000.0,50446483000.0,51039998000.0,50958885000.0
2045.0,50945180000.0,50518057000.0,49869120000.0,51152880000.0,51100504000.0,51269100000.0,50617872000.0,48165745000.0,50918134000.0,51117355000.0,50534780000.0,50987307000.0,51022692000.0,50978763000.0,50327010000.0,50981120000.0,50885816000.0
2046.0,50911547000.0,50415555000.0,49740472000.0,51141140000.0,51072307000.0,51241320000.0,50565337000.0,47915565000.0,50894860000.0,51057550000.0,50464264000.0,50948477000.0,50959598000.0,50944940000.0,50235105000.0,50957218000.0,50835490000.0
2047.0,50849630000.0,50297663000.0,49579938000.0,51115274000.0,51066143000.0,51211973000.0,50500764000.0,47654270000.0,50861232000.0,51045577000.0,50428494000.0,50918180000.0,50926834000.0,50869620000.0,50125816000.0,50916925000.0,50782433000.0
2048.0,50858200000.0,50174857000.0,49442685000.0,51083340000.0,51008344000.0,51214873000.0,50447626000.0,47343980000.0,50821610000.0,51007967000.0,50360852000.0,50880483000.0,50880710000.0,50804380000.0,50033304000.0,50885927000.0,50633572000.0
2049.0,50776690000.0,50066560000.0,49348070000.0,51078304000.0,50960773000.0,51181384000.0,50396566000.0,46973665000.0,50806290000.0,50985636000.0,50296775000.0,50876550000.0,50816880000.0,50763580000.0,49872167000.0,50850083000.0,50509165000.0
2050.0,50744960000.0,49972625000.0,49287290000.0,51204470000.0,50932010000.0,51131880000.0,50314215000.0,46590030000.0,50782732000.0,50969780000.0,50228896000.0,50829607000.0,50758150000.0,50730672000.0,49701605000.0,50822320000.0,50380624000.0
2051.0,50772730000.0,49881350000.0,49202164000.0,51027415000.0,50928046000.0,51113590000.0,50276418000.0,46277960000.0,50735833000.0,50942550000.0,50211398000.0,50772400000.0,50701365000.0,50647310000.0,49537376000.0,50792520000.0,50310510000.0
2052.0,50680275000.0,49762100000.0,49078886000.0,50987622000.0,50953974000.0,51097300000.0,50184983000.0,46000780000.0,50694947000.0,50909750000.0,50266108000.0,50722165000.0,50665247000.0,50586706000.0,49399290000.0,50731910000.0,50184856000.0
2053.0,50640695000.0,49598200000.0,48905060000.0,50943783000.0,50848584000.0,51055075000.0,50144200000.0,45690126000.0,50641875000.0,50875146000.0,50103517000.0,50694525000.0,50597980000.0,50543560000.0,49213338000.0,50708218000.0,50107780000.0
2054.0,50603176000.0,49502212000.0,48817980000.0,50888890000.0,50822490000.0,51044580000.0,50096665000.0,45461086000.0,50612363000.0,50801623000.0,50031790000.0,50629325000.0,50543837000.0,50485064000.0,49053770000.0,50649610000.0,50041315000.0
2055.0,50543640000.0,49296945000.0,48720364000.0,50863907000.0,50776633000.0,50989335000.0,50038325000.0,45235160000.0,50623525000.0,50721313000.0,49944195000.0,50613367000.0,50469716000.0,50438320000.0,48885680000.0,50614260000.0,50030735000.0
2056.0,50477875000.0,49123353000.0,48589140000.0,50843128000.0,50760500000.0,50957947000.0,49978507000.0,45006033000.0,50528485000.0,50662547000.0,49897990000.0,50557186000.0,50453627000.0,50386047000.0,48739100000.0,50558210000.0,49960970000.0
2057.0,50455822000.0,48987580000.0,48497996000.0,50815787000.0,50732134000.0,50896920000.0,49938338000.0,44768367000.0,50497483000.0,50613490000.0,49826054000.0,50511280000.0,50379690000.0,50307998000.0,48541720000.0,50509025000.0,49895887000.0
2058.0,50360123000.0,48819593000.0,48325014000.0,50756630000.0,50701984000.0,50847200000.0,49856365000.0,44505390000.0,50470700000.0,50558546000.0,49681970000.0,50452533000.0,50352120000.0,50247373000.0,48310157000.0,50456306000.0,49848242000.0
2059.0,50254260000.0,48621674000.0,48214310000.0,50688328000.0,50636660000.0,50795500000.0,49773530000.0,44175210000.0,50425418000.0,50497958000.0,49575230000.0,50383230000.0,50301690000.0,50148016000.0,48130154000.0,50397570000.0,49795330000.0
2060.0,50157800000.0,48457306000.0,48136300000.0,50661417000.0,50662404000.0,50733044000.0,49661850000.0,43930490000.0,50354266000.0,50445308000.0,49456760000.0,50364477000.0,50257306000.0,50123760000.0,47988175000.0,50332250000.0,49698890000.0
2061.0,50065736000.0,48299140000.0,48025424000.0,50586820000.0,50576548000.0,50688620000.0,49582596000.0,43691405000.0,50295890000.0,50401518000.0,49386914000.0,50252083000.0,50205327000.0,50082468000.0,47815954000.0,50254393000.0,49618207000.0
2062.0,49951564000.0,48146854000.0,47935095000.0,50543428000.0,50541420000.0,50712048000.0,49502835000.0,43425990000.0,50208880000.0,50391482000.0,49301650000.0,50180320000.0,50121585000.0,49987568000.0,47622230000.0,50171716000.0,49522446000.0
2063.0,49877570000.0,47964360000.0,47791395000.0,50521403000.0,50487210000.0,50555888000.0,49435510000.0,43156940000.0,50139845000.0,50399590000.0,49132700000.0,50135216000.0,50084078000.0,49862648000.0,47421400000.0,50118152000.0,49408147000.0
2064.0,49821060000.0,47704388000.0,47671054000.0,50440640000.0,50465990000.0,50492064000.0,49370337000.0,42939000000.0,50050170000.0,50285494000.0,48978170000.0,50087432000.0,50016840000.0,49824403000.0,47250903000.0,50041110000.0,49356330000.0
2065.0,49756140000.0,47531987000.0,47519846000.0,50386952000.0,50418510000.0,50432434000.0,49258136000.0,42683625000.0,49983420000.0,50248745000.0,48777994000.0,50001780000.0,49955684000.0,49724084000.0,47065320000.0,49941766000.0,49256837000.0
2066.0,49714440000.0,47256060000.0,47380693000.0,50327630000.0,50368647000.0,50353656000.0,49142470000.0,42428404000.0,49882160000.0,50230900000.0,48644630000.0,49928868000.0,49922090000.0,49636717000.0,46919434000.0,49844380000.0,49122374000.0
2067.0,49668800000.0,47023670000.0,47244616000.0,50288320000.0,50361750000.0,50300110000.0,49062130000.0,42122527000.0,49820164000.0,50106057000.0,48513850000.0,49835786000.0,49821730000.0,49573646000.0,46770016000.0,49795138000.0,49038455000.0
2068.0,49539826000.0,46827057000.0,47066345000.0,50219760000.0,50296635000.0,50318840000.0,48986090000.0,41907050000.0,49762906000.0,50005033000.0,48369656000.0,49762038000.0,49732060000.0,49515160000.0,46564460000.0,49710340000.0,48945697000.0
2069.0,49444390000.0,46597500000.0,46930653000.0,50145530000.0,50232177000.0,50134397000.0,48844500000.0,41710113000.0,49769652000.0,49865580000.0,48185696000.0,49719190000.0,49661776000.0,49468590000.0,46452347000.0,49624412000.0,48825065000.0
2070.0,49366626000.0,46348460000.0,46771278000.0,50075288000.0,50153420000.0,50071380000.0,48762413000.0,41465030000.0,49635238000.0,49809040000.0,47958730000.0,49655770000.0,49636807000.0,49560355000.0,46246590000.0,49519520000.0,48725668000.0
2071.0,49301060000.0,46193000000.0,46551945000.0,50046290000.0,50135960000.0,49999716000.0,48730518000.0,41252246000.0,49601868000.0,49763623000.0,47741063000.0,49566302000.0,49553140000.0,49333535000.0,46048460000.0,49458920000.0,48638222000.0
2072.0,49218216000.0,46026965000.0,46354584000.0,50022390000.0,50116936000.0,49920872000.0,48675574000.0,40958677000.0,49504006000.0,49563038000.0,47568960000.0,49483920000.0,49494550000.0,49253120000.0,45792940000.0,49445120000.0,48516390000.0
2073.0,49154460000.0,45829825000.0,46178677000.0,49913864000.0,50077106000.0,49833520000.0,48603500000.0,40689885000.0,49454070000.0,49522123000.0,47468306000.0,49450373000.0,49428780000.0,49180970000.0,45601200000.0,49315000000.0,48417542000.0
2074.0,49066086000.0,45685854000.0,45987926000.0,49860616000.0,50006364000.0,49785737000.0,48520704000.0,40490484000.0,49395070000.0,49383570000.0,47332010000.0,49517430000.0,49373233000.0,49078770000.0,45386680000.0,49259442000.0,48434434000.0
2075.0,48954710000.0,45594894000.0,45836567000.0,49811456000.0,49958613000.0,49731244000.0,48425325000.0,40210800000.0,49317564000.0,49278878000.0,47219347000.0,49328234000.0,49332232000.0,48971952000.0,45152215000.0,49167160000.0,48245125000.0
2076.0,48928334000.0,45393388000.0,45689190000.0,49730953000.0,49922753000.0,49674756000.0,48310380000.0,39934000000.0,49263206000.0,49141092000.0,47054420000.0,49304576000.0,49261986000.0,48896050000.0,44945506000.0,49089053000.0,48135954000.0
2077.0,48832455000.0,45174727000.0,45519688000.0,49804247000.0,49867485000.0,49606173000.0,48235770000.0,39673864000.0,49213550000.0,49072337000.0,46889693000.0,49262354000.0,49211326000.0,48790970000.0,44673348000.0,49020350000.0,48036240000.0
2078.0,48734294000.0,45015196000.0,45379756000.0,49691415000.0,49818710000.0,49489756000.0,48150410000.0,39421972000.0,49147113000.0,48997966000.0,46662115000.0,49211646000.0,49146946000.0,48630764000.0,44427977000.0,48954307000.0,47925723000.0
2079.0,48657007000.0,44838617000.0,45225100000.0,49656144000.0,49757840000.0,49433207000.0,48078190000.0,39112570000.0,49083884000.0,48924733000.0,46454964000.0,49146466000.0,49075260000.0,48446080000.0,44149613000.0,48830935000.0,47800410000.0
2080.0,48644750000.0,44750500000.0,45012185000.0,49615360000.0,49671266000.0,49439570000.0,47958830000.0,38814490000.0,49059103000.0,48758714000.0,46191698000.0,49062986000.0,49018986000.0,48278020000.0,43903332000.0,48726122000.0,47655903000.0
2081.0,48553144000.0,44546250000.0,44844528000.0,49575930000.0,49639277000.0,49403890000.0,47893004000.0,38458750000.0,48954250000.0,48625040000.0,45917580000.0,48973185000.0,48990425000.0,48180113000.0,43685437000.0,48664980000.0,47474442000.0
2082.0,48478863000.0,44423746000.0,44646360000.0,49533260000.0,49613280000.0,49265476000.0,47830176000.0,38140480000.0,48870466000.0,48449020000.0,45629534000.0,48870216000.0,48904100000.0,48125540000.0,43409842000.0,48599675000.0,47393788000.0
2083.0,48448210000.0,44285810000.0,44430066000.0,49452910000.0,49568498000.0,49265943000.0,47746620000.0,37900956000.0,48804463000.0,48373715000.0,45355760000.0,48777105000.0,48871596000.0,48056246000.0,43176430000.0,48530330000.0,47256592000.0
2084.0,48341300000.0,44105910000.0,44292190000.0,49397023000.0,49517576000.0,49186070000.0,47616328000.0,37646000000.0,48747740000.0,48316293000.0,45130310000.0,48658850000.0,48803013000.0,47972760000.0,42925500000.0,48462676000.0,47195270000.0
2085.0,48226796000.0,43910480000.0,44147503000.0,49351676000.0,49448220000.0,49023324000.0,47536640000.0,37432115000.0,48653607000.0,48178490000.0,44849226000.0,48619830000.0,48653685000.0,47895320000.0,42656810000.0,48370266000.0,47092535000.0
2086.0,48127066000.0,43729752000.0,44031050000.0,49283527000.0,49330455000.0,48995230000.0,47475835000.0,37225310000.0,48569740000.0,48054313000.0,44522074000.0,48511427000.0,48779317000.0,47783064000.0,42450334000.0,48320020000.0,46875558000.0
2087.0,48020990000.0,43482240000.0,43888624000.0,49209020000.0,49284076000.0,48909460000.0,47402545000.0,36909850000.0,48477060000.0,48033972000.0,44230210000.0,48430715000.0,48543440000.0,47653910000.0,42127454000.0,48206934000.0,46759604000.0
2088.0,47916740000.0,43296743000.0,43722977000.0,49137615000.0,49216614000.0,48849875000.0,47314256000.0,36711010000.0,48405160000.0,47919490000.0,44015784000.0,48433807000.0,48486050000.0,47591514000.0,41933640000.0,48133722000.0,46655530000.0
2089.0,47732654000.0,43172127000.0,43538555000.0,49026093000.0,49154142000.0,48806617000.0,47254827000.0,36465750000.0,48273744000.0,47847506000.0,43780520000.0,48347402000.0,48451277000.0,47487000000.0,41729425000.0,48059793000.0,46581465000.0
2090.0,47623377000.0,43077067000.0,43419950000.0,49022743000.0,49149174000.0,48792900000.0,47140266000.0,36124120000.0,48198447000.0,47889666000.0,43482587000.0,48278130000.0,48404950000.0,47430083000.0,41542090000.0,47957758000.0,46470000000.0
2091.0,47574950000.0,42879603000.0,43230925000.0,48916140000.0,49140367000.0,48690926000.0,47111260000.0,35903857000.0,48157975000.0,47673627000.0,43237376000.0,48187160000.0,48325380000.0,47327404000.0,41321010000.0,47874724000.0,46407905000.0
2092.0,47551740000.0,42734320000.0,43045340000.0,48788990000.0,49047626000.0,48614720000.0,47055620000.0,35648877000.0,48139200000.0,47608713000.0,42981675000.0,48166846000.0,48191783000.0,47342850000.0,41053250000.0,47816740000.0,46301990000.0
2093.0,47450810000.0,42577160000.0,42867524000.0,48715317000.0,49023517000.0,48586236000.0,47067644000.0,35426275000.0,48051454000.0,47411114000.0,42708996000.0,48102076000.0,48113558000.0,47209374000.0,40836133000.0,47724590000.0,46100582000.0
2094.0,47363047000.0,42352080000.0,42699610000.0,48696185000.0,48931860000.0,48488268000.0,46907322000.0,35114010000.0,47982686000.0,47342883000.0,42463646000.0,48002458000.0,48044368000.0,47069454000.0,40603710000.0,47603990000.0,45943157000.0
2095.0,47413166000.0,42207527000.0,42552807000.0,48598876000.0,48888533000.0,48438800000.0,46848782000.0,34895323000.0,47892427000.0,47225565000.0,42260940000.0,47938945000.0,47969670000.0,46957957000.0,40378380000.0,47533970000.0,45785100000.0
2096.0,47284613000.0,42055684000.0,42403275000.0,48502145000.0,48820912000.0,48321507000.0,46815846000.0,34678088000.0,47832945000.0,47083810000.0,41999053000.0,47872745000.0,47882120000.0,46930313000.0,40164770000.0,47444353000.0,45656840000.0
2097.0,47327646000.0,41820020000.0,42186950000.0,48428320000.0,48734890000.0,48295190000.0,46733820000.0,34432370000.0,48089390000.0,47022285000.0,41689194000.0,47808053000.0,47831777000.0,46821933000.0,39944690000.0,47346780000.0,45503670000.0
2098.0,47126053000.0,41700610000.0,42055156000.0,48341787000.0,48678560000.0,48164155000.0,46751740000.0,34214685000.0,47706030000.0,47024185000.0,41496020000.0,47711470000.0,47771947000.0,46713340000.0,39573070000.0,47263756000.0,45294686000.0
2099.0,47022390000.0,41600090000.0,41915683000.0,48239542000.0,48602480000.0,48088690000.0,46668993000.0,33907507000.0,47589120000.0,46786590000.0,41322246000.0,47624900000.0,47755120000.0,46609297000.0,39272452000.0,47165760000.0,45145477000.0
2100.0,46979510000.0,41464390000.0,41749717000.0,48146825000.0,48588290000.0,47988056000.0,46599238000.0,33687601000.0,47531532000.0,46617022000.0,41025552000.0,47603330000.0,47643090000.0,46502007000.0,39000430000.0,46994694000.0,45379550000.0
