time,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,MRI-ESM2-0
2090.0,42157790000.0,48948675000.0,49480660000.0,45524540000.0
2091.0,41880007000.0,48896483000.0,49342337000.0,45466722000.0
2092.0,41688138000.0,48861802000.0,49370345000.0,45364453000.0
2093.0,41440940000.0,48800230000.0,49231745000.0,45250150000.0
2094.0,41239593000.0,48744610000.0,49179726000.0,45349765000.0
2095.0,40956700000.0,48805577000.0,49142374000.0,45059340000.0
2096.0,40767930000.0,48674767000.0,49096090000.0,44955330000.0
2097.0,40512990000.0,48660420000.0,49008380000.0,44831797000.0
2098.0,40265460000.0,48665534000.0,48971792000.0,44730810000.0
2099.0,40030880000.0,48574010000.0,48937284000.0,44587550000.0
2100.0,39840797000.0,48523560000.0,48917328000.0,44505790000.0
