time,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,CNRM-CM5
2025.0,4124212700000.0,4162550000000.0,4191291400000.0,4214013000000.0,4097031000000.0,4118683600000.0,4167649700000.0,4185579600000.0,4115557800000.0,4192567000000.0,4149283400000.0
2026.0,4083281300000.0,4093498600000.0,4176364400000.0,4176875000000.0,4047133700000.0,4095394200000.0,4151039000000.0,4159854600000.0,4083287900000.0,4175787200000.0,4111873000000.0
2027.0,4036250600000.0,4062221700000.0,4167224300000.0,4160788400000.0,4028083700000.0,4088723100000.0,4144635300000.0,4117077400000.0,4066264500000.0,4160549600000.0,4084283000000.0
2028.0,4011380200000.0,4031884000000.0,4156598500000.0,4125545500000.0,3991442600000.0,4067967600000.0,4129672000000.0,4081784700000.0,4065001000000.0,4139481300000.0,4058878600000.0
2029.0,3973453700000.0,3987042700000.0,4149090700000.0,4107995400000.0,3969758300000.0,4034734900000.0,4104385200000.0,4064770000000.0,4035230600000.0,4100536700000.0,4002128000000.0
2030.0,3935140600000.0,3928296000000.0,4134391500000.0,4095295000000.0,3952467200000.0,4022191800000.0,4044830300000.0,4051859000000.0,3993939700000.0,4061950600000.0,3983181300000.0
2031.0,3912776000000.0,3890015600000.0,4123875300000.0,4076040000000.0,3936559600000.0,4015844000000.0,3988217400000.0,4037133700000.0,3958576300000.0,4034610600000.0,3935716000000.0
2032.0,3872052200000.0,3853165800000.0,4094584000000.0,4040662200000.0,3919913700000.0,3991284700000.0,3969864000000.0,4033366200000.0,3932218500000.0,4000578500000.0,3882690000000.0
2033.0,3861714300000.0,3822775200000.0,4068567000000.0,4008093200000.0,3881601300000.0,3955669000000.0,3961811000000.0,4022127000000.0,3903556700000.0,3951501800000.0,3858170600000.0
2034.0,3825787700000.0,3785845600000.0,4053297300000.0,4006541800000.0,3847994000000.0,3940685200000.0,3937657000000.0,3998047800000.0,3872688000000.0,3929000600000.0,3837385000000.0
2035.0,3788833600000.0,3759185900000.0,4044441800000.0,3994901300000.0,3809700700000.0,3928958400000.0,3922063800000.0,3989179000000.0,3827989000000.0,3910552300000.0,3803744800000.0
2036.0,3762343400000.0,3739980400000.0,4003941800000.0,3962547200000.0,3795396300000.0,3897773800000.0,3906346200000.0,3956652600000.0,3774478300000.0,3885866400000.0,3774651800000.0
2037.0,3751684900000.0,3711244200000.0,3970884700000.0,3949561400000.0,3791104500000.0,3869915000000.0,3842845700000.0,3929629300000.0,3753062700000.0,3881189500000.0,3724716300000.0
2038.0,3717024700000.0,3679843800000.0,3954260800000.0,3927439600000.0,3773425300000.0,3847969600000.0,3808839900000.0,3914492800000.0,3707995200000.0,3878552000000.0,3709290700000.0
2039.0,3677881400000.0,3653273000000.0,3913920300000.0,3911837000000.0,3749762300000.0,3830110700000.0,3784574200000.0,3903345000000.0,3662971400000.0,3873546200000.0,3701033000000.0
2040.0,3637044000000.0,3622677300000.0,3876593300000.0,3889774500000.0,3698763500000.0,3807955400000.0,3755260000000.0,3895375400000.0,3645830000000.0,3852547000000.0,3672087500000.0
2041.0,3599011400000.0,3608505700000.0,3847696200000.0,3875644000000.0,3696946300000.0,3784392000000.0,3713849400000.0,3883858400000.0,3607886800000.0,3810494500000.0,3645985300000.0
2042.0,3565289000000.0,3580334200000.0,3821505600000.0,3881387700000.0,3687599300000.0,3767855500000.0,3714909500000.0,3849051000000.0,3571068700000.0,3762306000000.0,3625162600000.0
2043.0,3527683000000.0,3561789600000.0,3797634800000.0,3885877700000.0,3673373000000.0,3750494200000.0,3691587000000.0,3812369000000.0,3545335600000.0,3723581200000.0,3600074100000.0
2044.0,3501270800000.0,3554596000000.0,3773418400000.0,3874480500000.0,3665067500000.0,3719116400000.0,3653942400000.0,3782968600000.0,3483745400000.0,3690654600000.0,3578877200000.0
2045.0,3470207000000.0,3555791200000.0,3751643400000.0,3870209300000.0,3660379000000.0,3681088000000.0,3613024000000.0,3767114000000.0,3465479200000.0,3667040400000.0,3560662000000.0
2046.0,3449575200000.0,3531512200000.0,3742602000000.0,3859536200000.0,3646522700000.0,3644177300000.0,3587885200000.0,3752368300000.0,3426601700000.0,3640710100000.0,3547148800000.0
2047.0,3426060300000.0,3515523800000.0,3727761600000.0,3832749800000.0,3624679000000.0,3616026400000.0,3571165400000.0,3755332000000.0,3401421400000.0,3611192200000.0,3524745500000.0
2048.0,3401817800000.0,3490707700000.0,3690949200000.0,3818947000000.0,3602469000000.0,3578373000000.0,3560303500000.0,3724345900000.0,3340368300000.0,3581799000000.0,3481113000000.0
2049.0,3373625500000.0,3451336800000.0,3647709400000.0,3809828100000.0,3583660000000.0,3555896300000.0,3544095000000.0,3696575600000.0,3318986000000.0,3555016300000.0,3446304700000.0
2050.0,3340675800000.0,3423966000000.0,3648026300000.0,3809147000000.0,3561618000000.0,3532060000000.0,3531849000000.0,3681225300000.0,3277219200000.0,3539539300000.0,3416215800000.0
2051.0,3295926800000.0,3409697600000.0,3645407800000.0,3782961300000.0,3518694700000.0,3526432700000.0,3495183500000.0,3675848000000.0,3232856300000.0,3524582700000.0,3375950700000.0
2052.0,3274977300000.0,3376413700000.0,3640979400000.0,3770242300000.0,3499722800000.0,3512493000000.0,3478010700000.0,3662836400000.0,3196817800000.0,3509672200000.0,3351235800000.0
2053.0,3257827600000.0,3339996400000.0,3640780700000.0,3761229800000.0,3481642700000.0,3491514500000.0,3460630800000.0,3651375700000.0,3184371400000.0,3479378300000.0,3326796400000.0
2054.0,3218854600000.0,3335581000000.0,3620377000000.0,3765036600000.0,3466666700000.0,3474030600000.0,3450100500000.0,3652413000000.0,3148060600000.0,3452924900000.0,3288087000000.0
2055.0,3207615700000.0,3329659800000.0,3610682000000.0,3753271000000.0,3451319200000.0,3465206300000.0,3433192000000.0,3640038300000.0,3108584300000.0,3419797200000.0,3271888200000.0
2056.0,3181710000000.0,3303303500000.0,3584671000000.0,3738762700000.0,3420642300000.0,3450774500000.0,3425260800000.0,3628241000000.0,3090091600000.0,3412204700000.0,3256605200000.0
2057.0,3160067500000.0,3270287300000.0,3558624700000.0,3730797000000.0,3406713600000.0,3442211800000.0,3391939700000.0,3619200000000.0,3053550300000.0,3411409400000.0,3227188700000.0
2058.0,3148589000000.0,3252026000000.0,3537400000000.0,3722428800000.0,3400464900000.0,3433720700000.0,3369907000000.0,3596964000000.0,3025648500000.0,3413466700000.0,3199338000000.0
2059.0,3113692700000.0,3217588000000.0,3506753500000.0,3712779800000.0,3382659800000.0,3427562000000.0,3368497200000.0,3577869800000.0,2987118300000.0,3394763200000.0,3175938800000.0
2060.0,3102001000000.0,3179067500000.0,3484026000000.0,3703603000000.0,3366950500000.0,3421447000000.0,3358589000000.0,3573692200000.0,2974431800000.0,3366681000000.0,3145550800000.0
2061.0,3081669700000.0,3145832900000.0,3473824000000.0,3673056600000.0,3364805100000.0,3393461400000.0,3342836200000.0,3545701800000.0,2942834600000.0,3349733200000.0,3128873700000.0
2062.0,3070051000000.0,3120187300000.0,3443946200000.0,3658757000000.0,3359044000000.0,3372226200000.0,3312018000000.0,3539560300000.0,2911778000000.0,3352494000000.0,3089823000000.0
2063.0,3064653200000.0,3093531500000.0,3425262600000.0,3648213700000.0,3351433400000.0,3349736300000.0,3286712700000.0,3537181300000.0,2887238500000.0,3355751700000.0,3077931500000.0
2064.0,3050245000000.0,3076811700000.0,3395240900000.0,3636727600000.0,3334180700000.0,3322587600000.0,3294489200000.0,3513609600000.0,2874991700000.0,3335622500000.0,3055622600000.0
2065.0,3024394400000.0,3063833000000.0,3395395300000.0,3627470800000.0,3322385800000.0,3303642000000.0,3284936400000.0,3503636600000.0,2850381400000.0,3320724600000.0,3035683400000.0
2066.0,3003515000000.0,3031113000000.0,3387043600000.0,3624678500000.0,3311045400000.0,3280506500000.0,3264516700000.0,3484341000000.0,2831535600000.0,3299517000000.0,3014297400000.0
2067.0,2985472800000.0,3014255000000.0,3350779700000.0,3634925400000.0,3299382000000.0,3247776700000.0,3251875300000.0,3466182500000.0,2801172200000.0,3297176000000.0,2983159700000.0
2068.0,2966831000000.0,3000387200000.0,3328094200000.0,3618596700000.0,3288338000000.0,3216531500000.0,3261521200000.0,3460359300000.0,2758710000000.0,3296287300000.0,2970656000000.0
2069.0,2947145800000.0,2967615600000.0,3295111300000.0,3620039300000.0,3275291000000.0,3195646000000.0,3273320000000.0,3433795400000.0,2743087700000.0,3274632000000.0,2939840400000.0
2070.0,2938886700000.0,2945484300000.0,3285858400000.0,3619124000000.0,3265482000000.0,3175382800000.0,3264237500000.0,3423466400000.0,2721249200000.0,3248119000000.0,2916921400000.0
2071.0,2907593800000.0,2927863000000.0,3282593000000.0,3611304700000.0,3246099800000.0,3158468500000.0,3249965600000.0,3404538000000.0,2710722000000.0,3214726400000.0,2899805500000.0
2072.0,2894375400000.0,2909701000000.0,3252785000000.0,3632462800000.0,3225865700000.0,3147053100000.0,3225348700000.0,3389139200000.0,2697902200000.0,3204496000000.0,2888881700000.0
2073.0,2869985300000.0,2903898600000.0,3254621600000.0,3642654700000.0,3217829400000.0,3136978200000.0,3209705000000.0,3365104300000.0,2670204300000.0,3191772800000.0,2880185800000.0
2074.0,2856398000000.0,2877291800000.0,3250024300000.0,3635249400000.0,3203703200000.0,3127865000000.0,3211338000000.0,3355229600000.0,2642420000000.0,3185465000000.0,2862698500000.0
2075.0,2818354000000.0,2850911200000.0,3239015000000.0,3618726500000.0,3197612000000.0,3112802000000.0,3208427900000.0,3330166000000.0,2639495700000.0,3161415500000.0,2837745000000.0
2076.0,2804046600000.0,2812809800000.0,3229123000000.0,3619340200000.0,3200331300000.0,3087102600000.0,3183831000000.0,3326027200000.0,2630009500000.0,3157656300000.0,2817748400000.0
2077.0,2791177500000.0,2798622600000.0,3218802700000.0,3633408600000.0,3190120300000.0,3081342600000.0,3170436000000.0,3301811400000.0,2609467000000.0,3153910600000.0,2788350800000.0
2078.0,2781836200000.0,2781120000000.0,3212625000000.0,3629894600000.0,3157671500000.0,3079860400000.0,3138468200000.0,3291440000000.0,2591560600000.0,3150308000000.0,2767750000000.0
2079.0,2779714000000.0,2752538200000.0,3188777000000.0,3624908600000.0,3148539200000.0,3065693300000.0,3106199600000.0,3271012000000.0,2591651300000.0,3148690800000.0,2728257400000.0
2080.0,2754919300000.0,2702496500000.0,3190695400000.0,3625575500000.0,3138432300000.0,3039703900000.0,3100857300000.0,3266167700000.0,2572466500000.0,3141189500000.0,2715366000000.0
2081.0,2744888300000.0,2689237300000.0,3174337000000.0,3610149400000.0,3123634000000.0,3007841300000.0,3099300200000.0,3262316000000.0,2563124000000.0,3134623300000.0,2717207000000.0
2082.0,2741733200000.0,2677276700000.0,3179582600000.0,3595021300000.0,3099882200000.0,2987906300000.0,3086124000000.0,3239208600000.0,2556107400000.0,3124355400000.0,2697023700000.0
2083.0,2728460600000.0,2658647700000.0,3166365300000.0,3587425200000.0,3068607600000.0,2964196200000.0,3064106600000.0,3223316300000.0,2533587000000.0,3120128300000.0,2663808800000.0
2084.0,2707109400000.0,2622227000000.0,3144985000000.0,3566252300000.0,3060751400000.0,2949492500000.0,3054860800000.0,3202070600000.0,2512334600000.0,3093367000000.0,2660178900000.0
2085.0,2698157800000.0,2616294600000.0,3141516400000.0,3557978300000.0,3051023500000.0,2949668400000.0,3052160700000.0,3183602000000.0,2491389800000.0,3082080000000.0,2652504600000.0
2086.0,2664506900000.0,2600136600000.0,3131977200000.0,3552819300000.0,3028060500000.0,2939030000000.0,3044675000000.0,3154377400000.0,2472876000000.0,3081056000000.0,2629729300000.0
2087.0,2625690000000.0,2583294600000.0,3119661700000.0,3549723400000.0,3007004000000.0,2922633800000.0,3054383700000.0,3137768300000.0,2464210000000.0,3081931300000.0,2605918000000.0
2088.0,2603125800000.0,2542273800000.0,3113910500000.0,3550266300000.0,2985204600000.0,2907261600000.0,3056416000000.0,3118168500000.0,2456870000000.0,3077152200000.0,2591571300000.0
2089.0,2594927500000.0,2519889300000.0,3118648300000.0,3564038800000.0,2985432200000.0,2901294400000.0,3042231500000.0,3094404000000.0,2450258700000.0,3062719800000.0,2576489400000.0
2090.0,2583390800000.0,2500874500000.0,3118669000000.0,3559512000000.0,2968661500000.0,2892860200000.0,3043041000000.0,3064579800000.0,2422248800000.0,3063224200000.0,2574516700000.0
2091.0,2559332800000.0,2483239300000.0,3102754000000.0,3568761800000.0,2967476400000.0,2881372600000.0,3034664000000.0,3032879000000.0,2417384200000.0,3050948300000.0,2559875500000.0
2092.0,2540724300000.0,2451250600000.0,3107358800000.0,3547964600000.0,2949936600000.0,2892427000000.0,3013367300000.0,3004927800000.0,2412458000000.0,3051478300000.0,2545145000000.0
2093.0,2530664500000.0,2442880600000.0,3089714600000.0,3539932500000.0,2913684200000.0,2883327000000.0,2987554800000.0,2980259300000.0,2410238700000.0,3044386800000.0,2539519500000.0
2094.0,2526487200000.0,2422745300000.0,3081005200000.0,3542677200000.0,2899994200000.0,2884107200000.0,2978322000000.0,2949939700000.0,2394286500000.0,3036495200000.0,2525933600000.0
2095.0,2507700000000.0,2407474700000.0,3068668700000.0,3551152000000.0,2895209300000.0,2864402700000.0,2962656900000.0,2947036700000.0,2374716600000.0,3027355300000.0,2509463600000.0
2096.0,2484797400000.0,2400862600000.0,3057303000000.0,3549655000000.0,2900524000000.0,2861671000000.0,2947758200000.0,2928763500000.0,2361371100000.0,3031464100000.0,2500291700000.0
2097.0,2464036400000.0,2384551700000.0,3050077400000.0,3530667600000.0,2907405500000.0,2854200300000.0,2949200200000.0,2910359400000.0,2347666000000.0,3014432700000.0,2482272700000.0
2098.0,2452473500000.0,2366404800000.0,3043704700000.0,3545352600000.0,2892112300000.0,2834769000000.0,2957128800000.0,2889303200000.0,2329161800000.0,3012890500000.0,2463672800000.0
2099.0,2438976500000.0,2349507800000.0,3038726000000.0,3539060700000.0,2881638000000.0,2815760000000.0,2937878700000.0,2863121300000.0,2322001600000.0,3006994000000.0,2457186900000.0
2100.0,2420446000000.0,2341329200000.0,3036872000000.0,3523069000000.0,2881993000000.0,2808732000000.0,2927903000000.0,2840657700000.0,2312749700000.0,2997436800000.0,2427733400000.0
