time,IPSL-CM5A-LR,GFDL-CM3,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,CCSM4
2021.0,13658535000000.0,13675167000000.0,13671034000000.0,13662950000000.0,13673888000000.0,13656071000000.0,13678961000000.0,13646171000000.0
2022.0,13622380000000.0,13637022000000.0,13668257000000.0,13655413000000.0,13659370000000.0,13644485000000.0,13674019000000.0,13621599000000.0
2023.0,13590087000000.0,13609399000000.0,13653843000000.0,13624319000000.0,13646403000000.0,13622315000000.0,13669641000000.0,13584933000000.0
2024.0,13583200000000.0,13589560000000.0,13624390000000.0,13592139000000.0,13650700000000.0,13619550000000.0,13654008000000.0,13552532000000.0
2025.0,13553794000000.0,13561517000000.0,13602199000000.0,13577733000000.0,13643012000000.0,13607533000000.0,13636842000000.0,13520686000000.0
2026.0,13551877000000.0,13533046000000.0,13564974000000.0,13554194000000.0,13623302000000.0,13567772000000.0,13608769000000.0,13489627000000.0
2027.0,13542897000000.0,13475859000000.0,13554924000000.0,13527350000000.0,13606414000000.0,13558100000000.0,13582406000000.0,13466878000000.0
2028.0,13542187000000.0,13437080000000.0,13559151000000.0,13483737000000.0,13601976000000.0,13551313000000.0,13539558000000.0,13441754000000.0
2029.0,13515828000000.0,13393179000000.0,13544050000000.0,13453788000000.0,13591016000000.0,13545528000000.0,13524307000000.0,13422547000000.0
2030.0,13507704000000.0,13326368000000.0,13529131000000.0,13415810000000.0,13573410000000.0,13528400000000.0,13503004000000.0,13392303000000.0
2031.0,13501073000000.0,13286012000000.0,13530599000000.0,13382146000000.0,13556176000000.0,13525857000000.0,13506923000000.0,13335136000000.0
2032.0,13505725000000.0,13233538000000.0,13508780000000.0,13364148000000.0,13534072000000.0,13511855000000.0,13493926000000.0,13294503000000.0
2033.0,13492551000000.0,13202099000000.0,13496841000000.0,13325123000000.0,13514281000000.0,13488189000000.0,13477995000000.0,13202543000000.0
2034.0,13463099000000.0,13135312000000.0,13480280000000.0,13299693000000.0,13501945000000.0,13466016000000.0,13453154000000.0,13170737000000.0
2035.0,13455963000000.0,13078804000000.0,13466260000000.0,13253743000000.0,13487524000000.0,13448551000000.0,13420433000000.0,13109603000000.0
2036.0,13446730000000.0,13022108000000.0,13441801000000.0,13213364000000.0,13449413000000.0,13424935000000.0,13395716000000.0,13060061000000.0
2037.0,13430999000000.0,12983239000000.0,13415036000000.0,13181066000000.0,13413660000000.0,13408319000000.0,13361853000000.0,13021551000000.0
2038.0,13415322000000.0,12945368000000.0,13373732000000.0,13145693000000.0,13401265000000.0,13406382000000.0,13335610000000.0,12989720000000.0
2039.0,13405117000000.0,12898767000000.0,13342276000000.0,13090019000000.0,13393598000000.0,13413562000000.0,13298779000000.0,12960044000000.0
2040.0,13402609000000.0,12844969000000.0,13335359000000.0,13039031000000.0,13396003000000.0,13421060000000.0,13283164000000.0,12922556000000.0
2041.0,13394298000000.0,12802673000000.0,13306394000000.0,13009355000000.0,13368271000000.0,13399904000000.0,13281152000000.0,12896204000000.0
2042.0,13371688000000.0,12771411000000.0,13296861000000.0,12960523000000.0,13337996000000.0,13394317000000.0,13260802000000.0,12866622000000.0
2043.0,13348908000000.0,12720621000000.0,13283217000000.0,12910376000000.0,13312327000000.0,13363801000000.0,13239445000000.0,12851220000000.0
2044.0,13332371000000.0,12662844000000.0,13271610000000.0,12850491000000.0,13301483000000.0,13350217000000.0,13205140000000.0,12810818000000.0
2045.0,13313152000000.0,12613461000000.0,13264967000000.0,12783165000000.0,13268793000000.0,13348425000000.0,13184621000000.0,12764833000000.0
2046.0,13254770000000.0,12556443000000.0,13234162000000.0,12728258000000.0,13248253000000.0,13327290000000.0,13159997000000.0,12728366000000.0
2047.0,13220666000000.0,12496774000000.0,13208929000000.0,12682183000000.0,13212301000000.0,13316461000000.0,13141242000000.0,12681595000000.0
2048.0,13195877000000.0,12402178000000.0,13175435000000.0,12640233000000.0,13181513000000.0,13286574000000.0,13118148000000.0,12650824000000.0
2049.0,13179243000000.0,12311686000000.0,13141782000000.0,12594594000000.0,13149298000000.0,13262296000000.0,13107437000000.0,12600610000000.0
2050.0,13169648000000.0,12229236000000.0,13081357000000.0,12549724000000.0,13111454000000.0,13214188000000.0,13040525000000.0,12565165000000.0
2051.0,13160380000000.0,12162876000000.0,13037144000000.0,12516816000000.0,13104929000000.0,13207408000000.0,13018542000000.0,12509013000000.0
2052.0,13144326000000.0,12107490000000.0,12974510000000.0,12455189000000.0,13072731000000.0,13193311000000.0,12980922000000.0,12477762000000.0
2053.0,13111020000000.0,12049844000000.0,12934967000000.0,12405633000000.0,13051272000000.0,13163888000000.0,12954825000000.0,12434679000000.0
2054.0,13102780000000.0,12009460000000.0,12892190000000.0,12355862000000.0,13017964000000.0,13138735000000.0,12923798000000.0,12394334000000.0
2055.0,13072325000000.0,11958796000000.0,12852031000000.0,12313462000000.0,12992663000000.0,13113175000000.0,12918848000000.0,12344542000000.0
2056.0,13049077000000.0,11905388000000.0,12808019000000.0,12284711000000.0,12951344000000.0,13097304000000.0,12875001000000.0,12296706000000.0
2057.0,13030294000000.0,11838968000000.0,12767868000000.0,12256634000000.0,12928129000000.0,13077440000000.0,12834692000000.0,12249898000000.0
2058.0,13004385000000.0,11780300000000.0,12737539000000.0,12219413000000.0,12929622000000.0,13079513000000.0,12806813000000.0,12218793000000.0
2059.0,12960063000000.0,11738924000000.0,12706350000000.0,12159336000000.0,12912478000000.0,13061188000000.0,12768764000000.0,12192723000000.0
2060.0,12903830000000.0,11689554000000.0,12681541000000.0,12129474000000.0,12881904000000.0,13016541000000.0,12737063000000.0,12174041000000.0
2061.0,12878189000000.0,11624155000000.0,12634399000000.0,12076358000000.0,12875367000000.0,12993660000000.0,12709314000000.0,12134325000000.0
2062.0,12843411000000.0,11535132000000.0,12598493000000.0,12017898000000.0,12843732000000.0,12960837000000.0,12678109000000.0,12093202000000.0
2063.0,12752980000000.0,11426039000000.0,12571649000000.0,11942189000000.0,12810959000000.0,12938469000000.0,12629342000000.0,12073413000000.0
2064.0,12708359000000.0,11317541000000.0,12549491000000.0,11875036000000.0,12798610000000.0,12930631000000.0,12601179000000.0,12024719000000.0
2065.0,12650979000000.0,11192834000000.0,12525596000000.0,11814136000000.0,12771593000000.0,12897432000000.0,12586865000000.0,12010723000000.0
2066.0,12598517000000.0,11118330000000.0,12497190000000.0,11750958000000.0,12760063000000.0,12875630000000.0,12551714000000.0,11980616000000.0
2067.0,12493242000000.0,11033974000000.0,12451087000000.0,11676680000000.0,12742991000000.0,12849095000000.0,12525073000000.0,11972972000000.0
2068.0,12426651000000.0,10955565000000.0,12393706000000.0,11612543000000.0,12709164000000.0,12811869000000.0,12485091000000.0,11931769000000.0
2069.0,12371559000000.0,10865380000000.0,12351737000000.0,11552143000000.0,12688513000000.0,12758626000000.0,12443300000000.0,11863067000000.0
2070.0,12300485000000.0,10772741000000.0,12280969000000.0,11470309000000.0,12658213000000.0,12740775000000.0,12395019000000.0,11795607000000.0
2071.0,12155959000000.0,10663482000000.0,12229570000000.0,11385347000000.0,12627645000000.0,12717523000000.0,12360722000000.0,11755597000000.0
2072.0,12088279000000.0,10557488000000.0,12191814000000.0,11289922000000.0,12617194000000.0,12688040000000.0,12319826000000.0,11710645000000.0
2073.0,12015279000000.0,10467200000000.0,12140397000000.0,11211032000000.0,12603412000000.0,12655462000000.0,12274475000000.0,11655752000000.0
2074.0,11917028000000.0,10355295000000.0,12076419000000.0,11139673000000.0,12583298000000.0,12637297000000.0,12220996000000.0,11637278000000.0
2075.0,11828112000000.0,10229745000000.0,12033482000000.0,11055171000000.0,12540040000000.0,12595039000000.0,12187468000000.0,11601258000000.0
2076.0,11720353000000.0,10104238000000.0,11988384000000.0,10963775000000.0,12516798000000.0,12569776000000.0,12161748000000.0,11560024000000.0
2077.0,11640125000000.0,9971774000000.0,11940880000000.0,10850123000000.0,12494749000000.0,12516094000000.0,12133625000000.0,11507902000000.0
2078.0,11566869000000.0,9862607000000.0,11895001000000.0,10757497000000.0,12477298000000.0,12502511000000.0,12080838000000.0,11425862000000.0
2079.0,11511857000000.0,9749446000000.0,11848591000000.0,10671249000000.0,12435284000000.0,12490981000000.0,12068385000000.0,11359836000000.0
2080.0,11457660000000.0,9638097000000.0,11783927000000.0,10570745000000.0,12413898000000.0,12471122000000.0,12031210000000.0,11271294000000.0
2081.0,11413617000000.0,9545051000000.0,11721848000000.0,10484461000000.0,12400853000000.0,12419985000000.0,11960638000000.0,11212574000000.0
2082.0,11347430000000.0,9439741000000.0,11651499000000.0,10373255000000.0,12363739000000.0,12388360000000.0,11930648000000.0,11132468000000.0
2083.0,11313034000000.0,9331262000000.0,11586141000000.0,10273148000000.0,12336177000000.0,12371342000000.0,11858643000000.0,11042849000000.0
2084.0,11266671000000.0,9187514000000.0,11544100000000.0,10151715000000.0,12317398000000.0,12332810000000.0,11815197000000.0,10995385000000.0
2085.0,11213881000000.0,9038572000000.0,11479938000000.0,10032214000000.0,12306047000000.0,12279948000000.0,11783569000000.0,10960707000000.0
2086.0,11145190000000.0,8903923000000.0,11426379000000.0,9938053000000.0,12259481000000.0,12260011000000.0,11734926000000.0,10903393000000.0
2087.0,11061658000000.0,8767338400000.0,11347360000000.0,9837301000000.0,12213917000000.0,12191471000000.0,11665820000000.0,10867465000000.0
2088.0,11005597000000.0,8633889300000.0,11259398000000.0,9726518000000.0,12183649000000.0,12163356000000.0,11583656000000.0,10796116000000.0
2089.0,10940958000000.0,8516910700000.0,11151534000000.0,9628545000000.0,12136515000000.0,12130943000000.0,11540059000000.0,10669218000000.0
2090.0,10840484000000.0,8383373000000.0,11059891000000.0,9531709000000.0,12085082000000.0,12110673000000.0,11484602000000.0,10608820000000.0
2091.0,10795349000000.0,8262101500000.0,10997493000000.0,9446896000000.0,12059681000000.0,12060998000000.0,11448651000000.0,10542278000000.0
2092.0,10749909000000.0,8145750000000.0,10922175000000.0,9322391000000.0,12040171000000.0,12028582000000.0,11407050000000.0,10488117000000.0
2093.0,10669569000000.0,8013771400000.0,10835047000000.0,9249982000000.0,12011252000000.0,11990751000000.0,11374813000000.0,10436164000000.0
2094.0,10595660000000.0,7879888700000.0,10724656000000.0,9166766000000.0,11974886000000.0,11945309000000.0,11351488000000.0,10367064000000.0
2095.0,10513112000000.0,7776680500000.0,10633929000000.0,9071022000000.0,11942659000000.0,11894555000000.0,11302088000000.0,10303693000000.0
2096.0,10452513000000.0,7639006700000.0,10583157000000.0,8978662000000.0,11895674000000.0,11852433000000.0,11238739000000.0,10231694000000.0
2097.0,10371870000000.0,7540982000000.0,10533524000000.0,8877987000000.0,11869654000000.0,11785572000000.0,11193601000000.0,10140730000000.0
2098.0,10302069000000.0,7425451000000.0,10494817000000.0,8797466000000.0,11857119000000.0,11750246000000.0,11139693000000.0,10086008000000.0
2099.0,10206656000000.0,7311131000000.0,10428705000000.0,8699192000000.0,11824107000000.0,11665292000000.0,11101521000000.0,10026024000000.0
2100.0,10123591000000.0,7210607300000.0,10348894000000.0,8621963300000.0,11791392000000.0,11653982000000.0,11077222000000.0,9933305000000.0
